"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","Category","pValAdjusted","pLabel","pValFinal"
"human","(Intercept)",0.935818243903274,0.0178903553226596,75.9999999982892,52.3085331188466,2.36135922327113e-61,"human",2.36135922327113e-61,"***","<0.001"
"human","PlausibilityImplausible",-0.759431970836125,0.0253534138187922,75.9999999985203,-29.953834866736,7.87010270639677e-44,"human",7.87010270639677e-44,"***","<0.001"
"human","agent_freq_norm",0.0451412230938267,0.0179873199062787,75.9999999975632,2.50961362387676,0.0142140697370503,"human",0.0142140697370503,"*","0.014"
"human","patient_freq_norm",0.0332015035520606,0.0191834518041859,75.9999999978642,1.73073667299103,0.0875571397552555,"human",0.0875571397552555,"","0.088"
"human","verb_freq_norm",0.0181693515254672,0.013460072410827,75.9999999982558,1.34987026599145,0.181064471569954,"human",0.181064471569954,"","0.181"
"human","sentence_freq_norm",-0.00507463515620027,0.0220895310012444,75.9999999984628,-0.229730325913864,0.818918500468889,"human",0.818918500468889,"","0.819"
"GPT2-XL.l2r","(Intercept)",0.59963301001311,0.0265499173710396,42.4439192629673,22.5851177475672,2.81362171842778e-25,"ANNs",1.12544868737111e-24,"***","<0.001"
"GPT2-XL.l2r","PlausibilityImplausible",-0.0915097306369906,0.0136323913794668,37.7117404365436,-6.71266897272502,6.26097752943172e-08,"ANNs",2.50439101177269e-07,"***","<0.001"
"GPT2-XL.l2r","agent_freq_norm",0.111368854422513,0.0290115736620667,57.73110100277,3.83877330198499,0.000309250599122594,"ANNs",0.00123700239649038,"**","0.001"
"GPT2-XL.l2r","patient_freq_norm",0.114967083051508,0.0289722949682876,59.1506749881191,3.96817315222519,0.000198423503223545,"ANNs",0.000793694012894179,"***","<0.001"
"GPT2-XL.l2r","verb_freq_norm",0.0275201963030916,0.0272571572053853,37.5521581669512,1.00965027628245,0.319124574467679,"ANNs",0.319124574467679,"","0.319"
"GPT2-XL.l2r","sentence_freq_norm",-0.0370417798456729,0.0423163679941106,45.9346899835495,-0.875353476716816,0.385935969725923,"ANNs",0.7859343825279,"","0.786"
"BERT-large.pverb","(Intercept)",0.698113547661021,0.0398741945061043,42.1255152329051,17.5079034525487,6.04389452068615e-21,"ANNs",8.05852602758154e-21,"***","<0.001"
"BERT-large.pverb","PlausibilityImplausible",-0.0824484527295925,0.0181157524577188,38.7018288684406,-4.55120221597324,5.16980387604273e-05,"ANNs",0.000103396077520855,"***","<0.001"
"BERT-large.pverb","agent_freq_norm",0.0235497462910707,0.0425183819183673,62.334075187423,0.553872119035121,0.58164789571555,"ANNs",0.58164789571555,"","0.582"
"BERT-large.pverb","patient_freq_norm",0.0412615391576383,0.0423912904991257,63.3831799487981,0.973349446827747,0.334079768964187,"ANNs",0.334079768964187,"","0.334"
"BERT-large.pverb","verb_freq_norm",0.0848287453356617,0.0412157685701281,38.5607657419003,2.05816240430714,0.0463785855386444,"ANNs",0.0966439573483378,"","0.097"
"BERT-large.pverb","sentence_freq_norm",-0.0172244871941978,0.0630729429597631,48.9405195325528,-0.273088370161926,0.7859343825279,"ANNs",0.7859343825279,"","0.786"
"RoBERTa-large.pverb","(Intercept)",0.693062502694583,0.0376602671580999,41.4339746608685,18.4030160961171,1.49078835062549e-21,"ANNs",2.98157670125099e-21,"***","<0.001"
"RoBERTa-large.pverb","PlausibilityImplausible",-0.0702330685644184,0.0170105444981799,38.0577796212099,-4.12879602836542,0.000191959722744353,"ANNs",0.00025594629699247,"***","<0.001"
"RoBERTa-large.pverb","agent_freq_norm",0.0222773656909402,0.0401039985296268,62.1534641312637,0.555489888981589,0.580553638448485,"ANNs",0.58164789571555,"","0.582"
"RoBERTa-large.pverb","patient_freq_norm",0.0465601983432324,0.0399814041794156,63.2109773538886,1.16454635095593,0.248579023679597,"ANNs",0.334079768964187,"","0.334"
