,Sentence,YTest,YPred
0,The crop was cultivated by the villager.,0.9861111111111109,0.585064709186554
1,The villager was cultivated by the crop.,0.0648148148148148,0.585064709186554
2,The pullover was donned by the friend.,0.8636363636363641,0.585064709186554
3,The friend was donned by the pullover.,0.143939393939394,0.585064709186554
4,The liquor was supplied by the supervisor.,0.73015873015873,0.585064709186554
5,The supervisor was supplied by the liquor.,0.00757575757575757,0.585064709186554
6,The corporation was governed by the mogul.,0.856060606060606,0.585064709186554
7,The mogul was governed by the corporation.,0.40833333333333294,0.585064709186554
8,The child was scolded by the principal.,0.946969696969697,0.585064709186554
9,The principal was scolded by the child.,0.33333333333333304,0.585064709186554
10,The distributor was tricked by the joker.,0.775,0.585064709186554
11,The joker was tricked by the distributor.,0.5984848484848491,0.585064709186554
12,The fund was established by the supremacist.,0.9090909090909091,0.585064709186554
13,The supremacist was established by the fund.,0.304347826086957,0.585064709186554
14,The hedonist was reproached by the nun.,0.8402777777777779,0.585064709186554
15,The nun was reproached by the hedonist.,0.704545454545455,0.585064709186554
16,The maestro was irked by the amateur.,0.9242424242424241,0.585064709186554
17,The amateur was irked by the maestro.,0.741666666666667,0.585064709186554
18,The pipe was smoked by the crackhead.,0.930555555555555,0.585064709186554
19,The crackhead was smoked by the pipe.,0.0208333333333333,0.585064709186554
20,The boy was tutored by the nanny.,0.9772727272727271,0.585064709186554
21,The nanny was tutored by the boy.,0.28030303030303,0.585064709186554
22,The project was sponsored by the financier.,0.9047619047619051,0.585064709186554
23,The financier was sponsored by the project.,0.20454545454545497,0.585064709186554
24,The girl was spanked by the au pair.,0.746666666666667,0.585064709186554
25,The au pair was spanked by the girl.,0.368055555555556,0.585064709186554
26,The paper was edited by the advisor.,0.8402777777777779,0.585064709186554
27,The advisor was edited by the paper.,0.173611111111111,0.585064709186554
28,The pill was taken by the convalescent.,0.7575757575757579,0.585064709186554
29,The convalescent was taken by the pill.,0.0579710144927536,0.585064709186554
30,The priest was revered by the vagabond.,0.787878787878788,0.585064709186554
31,The vagabond was revered by the priest.,0.4166666666666671,0.585064709186554
32,The beverage was requested by the adventurer.,0.856060606060606,0.585064709186554
33,The adventurer was requested by the beverage.,0.0277777777777778,0.585064709186554
34,The word was mispronounced by the announcer.,0.962121212121212,0.585064709186554
35,The announcer was mispronounced by the word.,0.0625,0.585064709186554
36,The youth was revived by the paramedic.,0.963768115942029,0.585064709186554
37,The paramedic was revived by the youth.,0.36231884057971003,0.585064709186554
38,The laptop was bought by the teacher.,0.9927536231884059,0.585064709186554
39,The teacher was bought by the laptop.,0.0,0.585064709186554
