,Sentence,YTest,YPred
0,The aviator maneuvered the jet.,0.916666666666667,0.5762178301811218
1,The jet maneuvered the aviator.,0.0925925925925926,0.5762178301811218
2,The friend donned the pullover.,0.883333333333333,0.5762178301811218
3,The pullover donned the friend.,0.16,0.5762178301811218
4,The confectioner sprinkled the sugar.,0.9523809523809521,0.5762178301811218
5,The sugar sprinkled the confectioner.,0.0072463768115942,0.5762178301811218
6,The milliner adorned the fedora.,0.816666666666667,0.5762178301811218
7,The fedora adorned the milliner.,0.3666666666666671,0.5762178301811218
8,The librarian admonished the plagiarist.,0.803030303030303,0.5718870162963867
9,The plagiarist admonished the librarian.,0.5,0.5718870162963867
10,The count inherited the painting.,0.6736111111111109,0.5770279765129089
11,The painting inherited the count.,0.0802469135802469,0.5770279765129089
12,The deceiver imitated the conqueror.,0.716666666666667,0.5718870162963867
13,The conqueror imitated the deceiver.,0.506666666666667,0.5718870162963867
14,The panelist congratulated the winner.,0.9907407407407409,0.5907816886901855
15,The winner congratulated the panelist.,0.5083333333333329,0.5907816886901855
16,The smuggler bribed the bureaucrat.,0.9066666666666671,0.5718870162963867
17,The bureaucrat bribed the smuggler.,0.7272727272727271,0.5718870162963867
18,The artisan trained the apprentice.,0.9492753623188409,0.5770279765129089
19,The apprentice trained the artisan.,0.21739130434782603,0.5770279765129089
20,The doctor closed the school.,0.553030303030303,0.5770279765129089
21,The school closed the doctor.,0.008771929824561391,0.5770279765129089
22,The villager cultivated the crop.,0.962121212121212,0.5907816886901855
23,The crop cultivated the villager.,0.0579710144927536,0.5907816886901855
24,The king exiled the rebel.,0.8478260869565221,0.5770279765129089
25,The rebel exiled the king.,0.432098765432099,0.5770279765129089
26,The nanny tutored the boy.,0.96969696969697,0.5762178301811218
27,The boy tutored the nanny.,0.3666666666666671,0.5762178301811218
28,The adventurer requested the beverage.,0.8888888888888891,0.5770279765129089
29,The beverage requested the adventurer.,0.0733333333333333,0.5770279765129089
30,The banker funded the program.,0.9393939393939391,0.5770279765129089
31,The program funded the banker.,0.430555555555556,0.5770279765129089
32,The woodworker skimmed the brochure.,0.8840579710144929,0.5718870162963867
33,The brochure skimmed the woodworker.,0.0493827160493827,0.5718870162963867
34,The marauder contracted the disease.,0.78,0.5907816886901855
35,The disease contracted the marauder.,0.0733333333333333,0.5907816886901855
36,The windbag taunted the recluse.,0.46212121212121204,0.5718870162963867
37,The recluse taunted the windbag.,0.36231884057971003,0.5718870162963867
38,The hacker memorized the password.,0.9652777777777779,0.5907816886901855
39,The password memorized the hacker.,0.0454545454545454,0.5907816886901855
40,The policewoman handcuffed the offender.,0.986666666666667,0.5762178301811218
41,The offender handcuffed the policewoman.,0.27333333333333304,0.5762178301811218
42,The stewardess pulled the suitcase.,0.9393939393939391,0.5762178301811218
43,The suitcase pulled the stewardess.,0.0694444444444445,0.5762178301811218
44,The flight-attendant dragged the luggage.,0.925,0.5718870162963867
45,The luggage dragged the flight-attendant.,0.15909090909090898,0.5718870162963867
46,The principal scolded the child.,0.958333333333333,0.5907816886901855
47,The child scolded the principal.,0.347222222222222,0.5907816886901855
48,The overseer provided the alcohol.,0.686666666666667,0.5907816886901855
49,The alcohol provided the overseer.,0.0833333333333333,0.5907816886901855
50,The shark mauled the snorkeler.,0.876543209876543,1.1387219429016113
51,The snorkeler mauled the shark.,0.31060606060606105,1.0249085426330566
52,The drunk bothered the visitor.,0.9202898550724641,0.9591221809387207
53,The visitor bothered the drunk.,0.8148148148148149,0.9364006519317627
54,The tennis player thanked the chiropractor.,0.942028985507246,0.35731077194213867
55,The chiropractor thanked the tennis player.,0.706666666666667,0.41190385818481445
56,The attorney interrogated the bystander.,0.871212121212121,0.9257159233093262
57,The bystander interrogated the attorney.,0.409722222222222,0.9155356884002686
58,The sightseer misplaced the memento.,0.916666666666667,0.8888702392578125
