"Metric","Experiment","Parameter","Estimate","Std..Error","df","t.value","pVal","Category","pValAdjusted","pLabel","pValFinal"
"human","DTFit","(Intercept)",-0.280278976267067,0.72564281489662,789.958508021538,-0.386249226910622,0.699416105919349,"human",0.699416105919349,"","0.699"
"human","DTFit","PlausibilityImplausible",-0.554601068151773,0.0102936175586674,401.132520982261,-53.8781497360749,9.10593025042704e-186,"human",1.82118605008541e-185,"***","<0.001"
"human","DTFit","agent_freq_norm",-0.00419184257202688,0.00838777627959341,395.460958663814,-0.499756125139532,0.617524750713079,"human",0.617524750713079,"","0.618"
"human","DTFit","patient_freq_norm",0.00369427975875481,0.0078312652509038,591.754699740588,0.471734724900099,0.637290033538354,"human",0.637290033538354,"","0.637"
"human","DTFit","verb_freq_norm",-0.00247807914128109,0.00569204912575362,395.453478854638,-0.435358003160768,0.663540103701928,"human",0.663540103701928,"","0.664"
"human","DTFit","sentence_freq_norm",-0.00615217836187947,0.0104678060475248,394.719590125974,-0.587723763121708,0.557053792675795,"human",0.557053792675795,"","0.557"
"human","DTFit","NumTokens",0.219436893009733,0.145109257547463,789.95966957335,1.51221842574694,0.130878235495763,"human",0.130878235495763,"","0.131"
"human","EventsRev","(Intercept)",0.80698069498798,0.0852130004803593,75.9999999981335,9.47015937050569,1.68674959432091e-14,"human",3.37349918864183e-14,"***","<0.001"
"human","EventsRev","PlausibilityImplausible",-0.760529848081494,0.0249358913490172,75.9999999984954,-30.4994049515486,2.21509610719067e-44,"human",2.21509610719067e-44,"***","<0.001"
"human","EventsRev","agent_freq_norm",0.0478971631998378,0.017783656994146,75.9999999980516,2.69332473155575,0.00870052901071027,"human",0.0174010580214205,"*","0.017"
"human","EventsRev","patient_freq_norm",0.0339635644515045,0.0189047779721486,75.9999999984601,1.79655981686435,0.0763789984643882,"human",0.152757996928776,"","0.153"
"human","EventsRev","verb_freq_norm",0.0173915771605658,0.0132731431084876,75.9999999985399,1.31028325532365,0.194046324338256,"human",0.388092648676512,"","0.388"
"human","EventsRev","sentence_freq_norm",-0.0163163092516296,0.0228981908510912,75.9999999983677,-0.712558881080866,0.478300755789632,"human",0.557053792675795,"","0.557"
"human","EventsRev","NumTokens",0.0189718999670587,0.0121406925865516,75.999999998913,1.56267031981966,0.122284848614009,"human",0.130878235495763,"","0.131"
"RoBERTa","DTFit","(Intercept)",1.05438404170606,0.0526552389253027,662.774051639742,20.0242950792004,4.08244248437709e-70,"baselines",1.63297699375084e-69,"***","<0.001"
"RoBERTa","DTFit","PlausibilityImplausible",-0.175211276609656,0.00724838417907262,400.485963603659,-24.1724599967428,2.92714022282154e-80,"baselines",1.17085608912862e-79,"***","<0.001"
"RoBERTa","DTFit","agent_freq_norm",0.0157697713152002,0.00847493560004682,410.205636761744,1.86075411772015,0.0634941981129487,"baselines",0.101590716980718,"","0.102"
"RoBERTa","DTFit","patient_freq_norm",0.0130676061000406,0.00720402172458784,622.844326900905,1.81393207844445,0.0701692460412494,"baselines",0.0935589947216658,"","0.094"
"RoBERTa","DTFit","verb_freq_norm",-0.00344967115410443,0.00563627903228196,397.616643145746,-0.612047617647446,0.540856073472457,"baselines",0.540856073472457,"","0.541"
"RoBERTa","DTFit","sentence_freq_norm",-0.00551589080383371,0.0103661549542731,407.422923631166,-0.532105764207199,0.594942781963589,"baselines",0.853673210696019,"","0.854"
"RoBERTa","DTFit","NumTokens",-0.0559197515377482,0.00815319894444612,661.733940284622,-6.85862713749187,1.59825891752561e-11,"baselines",6.39303567010245e-11,"***","<0.001"
"RoBERTa","EventsRev","(Intercept)",0.652415248908671,0.138765907621911,38.4906222678891,4.70155285321431,3.27654832050043e-05,"baselines",3.27654832050043e-05,"***","<0.001"
"RoBERTa","EventsRev","PlausibilityImplausible",-0.102541079768725,0.0171228442465861,38.0747907803394,-5.98855413808774,5.86025960344848e-07,"baselines",6.8178974304026e-07,"***","<0.001"
"RoBERTa","EventsRev","agent_freq_norm",0.12002345965143,0.0286881249801388,52.007808683543,4.18373315560093,0.000110603918849854,"baselines",0.00088483135079883,"***","<0.001"
"RoBERTa","EventsRev","patient_freq_norm",0.122313589355035,0.02877339049243,54.1592178380929,4.25092723734503,8.45478246458565e-05,"baselines",0.000676382597166852,"***","<0.001"
"RoBERTa","EventsRev","verb_freq_norm",0.0376814223087732,0.024705447603666,37.924149004248,1.52522726619945,0.135499539205764,"baselines",0.221878295149287,"","0.222"
"RoBERTa","EventsRev","sentence_freq_norm",-0.0297201590794682,0.0402207281800709,43.0665535952578,-0.738926429835112,0.463960076164765,"baselines",0.853673210696019,"","0.854"
"RoBERTa","EventsRev","NumTokens",-0.0028829525645602,0.016136277362869,38.2087153666702,-0.178662804296741,0.859146463338417,"baselines",0.859146463338417,"","0.859"
"BERT","DTFit","(Intercept)",1.29041451602903,0.0334693420700015,647.778107059069,38.5551204839973,7.18989573909728e-170,"baselines",5.75191659127783e-169,"***","<0.001"
"BERT","DTFit","PlausibilityImplausible",-0.131024687392987,0.00628448918356898,401.530205006561,-20.8489001358385,5.99843907322105e-66,"baselines",1.19968781464421e-65,"***","<0.001"
"BERT","DTFit","agent_freq_norm",0.000530371132430716,0.00682321979056557,407.394443640968,0.0777303309449386,0.938080727980258,"baselines",0.938080727980258,"","0.938"
"BERT","DTFit","patient_freq_norm",0.00282529296738251,0.00594980514495251,622.416885778981,0.474854705078759,0.635057108640076,"baselines",0.635057108640076,"","0.635"
"BERT","DTFit","verb_freq_norm",-0.00633827271569806,0.00457183839465956,398.245584941648,-1.38637286985076,0.166408721361965,"baselines",0.221878295149287,"","0.222"
"BERT","DTFit","sentence_freq_norm",0.0101963544499143,0.00843097598097888,406.72423178157,1.20939194618966,0.227214811779304,"baselines",0.605906164744811,"","0.606"
"BERT","DTFit","NumTokens",-0.0948657294688044,0.0050591008564274,645.02263822168,-18.7514999524631,6.01143987632647e-63,"baselines",4.80915190106117e-62,"***","<0.001"
"BERT","EventsRev","(Intercept)",1.21663567211855,0.117826143209383,38.494292255795,10.3256852764545,1.19448262873139e-12,"baselines",1.91117220597023e-12,"***","<0.001"
"BERT","EventsRev","PlausibilityImplausible",-0.0915230298761465,0.0153270772085429,38.4637127665109,-5.97132960386824,5.96566025160228e-07,"baselines",6.8178974304026e-07,"***","<0.001"
"BERT","EventsRev","agent_freq_norm",0.0827898705446445,0.0275940252947391,53.6296907692665,3.00028247638189,0.00408606794004019,"baselines",0.0132569720037972,"*","0.013"
"BERT","EventsRev","patient_freq_norm",0.0735203425170144,0.0276401672627027,55.5523490579195,2.6599094650278,0.0101953296044096,"baselines",0.027187545611759,"*","0.027"
"BERT","EventsRev","verb_freq_norm",0.0434574672425081,0.0246688643496976,38.3075427499038,1.76163225945344,0.0861112885397673,"baselines",0.221878295149287,"","0.222"
