"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal"
"roberta-large","(Intercept)",0.694859362743481,0.0207248624410088,57.3526030360881,33.5278154304439,2.26107624213267e-39
"roberta-large","PlausibilityImplausible",-0.0209178555996833,0.0192890782988211,38.0965156795647,-1.08444039034056,0.284984934295715
"roberta-large","agent_freq_norm",0.0446030016460023,0.0232354569924729,50.1045479969394,1.91960939956771,0.0606104319113424
"roberta-large","patient_freq_norm",0.0363458046601071,0.0236456106994045,54.5822812151656,1.5371057707984,0.130044651487898
"roberta-large","verb_freq_norm",0.023414441322313,0.0195306044224109,38.0284479931518,1.19885902227611,0.238000182729146
"roberta-large","sentence_freq_norm",0.0588808628351579,0.0315905352071927,40.5804395916414,1.86387671019108,0.0695852769253991
"bert-large-cased","(Intercept)",0.471698945790264,0.0314910858935551,44.2642380017017,14.9788085232971,6.05436061079874e-19
"bert-large-cased","PlausibilityImplausible",-0.0565951819211905,0.0175861023550061,38.4438540869759,-3.21817653387421,0.00262069555715312
"bert-large-cased","agent_freq_norm",0.0119695919469354,0.0348580495522227,55.9747604587061,0.34338100096516,0.732598266791565
"bert-large-cased","patient_freq_norm",0.0107916422438847,0.0348595401141645,57.6217677387517,0.309575003242792,0.758000927351831
"bert-large-cased","verb_freq_norm",0.0352592329218203,0.0321354298773961,38.283964772671,1.09720744537547,0.279404252099171
"bert-large-cased","sentence_freq_norm",0.092419153436783,0.0503114945985978,45.419844381388,1.8369391363571,0.0727674031285229
"gpt2-xl_full","(Intercept)",0.599633010013377,0.02654991736972,42.4439193117146,22.5851177486998,2.81362159873206e-25
"gpt2-xl_full","PlausibilityImplausible",-0.0915097306367765,0.0136323913802345,37.7117404338867,-6.71266897233126,6.26097753925294e-08
"gpt2-xl_full","agent_freq_norm",0.111368854418528,0.0290115736611545,57.7311010024919,3.83877330196836,0.000309250599140433
"gpt2-xl_full","patient_freq_norm",0.114967083047587,0.0289722949674232,59.1506749877009,3.96817315220824,0.000198423503235886
"gpt2-xl_full","verb_freq_norm",0.0275201963035766,0.0272571572038436,37.5521581652927,1.00965027635736,0.319124574432537
"gpt2-xl_full","sentence_freq_norm",-0.0370417798438127,0.0423163679921969,45.9346899384601,-0.875353476712443,0.385935969732725
"v2_sdm","(Intercept)",0.690170573758319,0.0177348881090114,53.0346604464573,38.9159812859282,1.11492421207812e-40
"v2_sdm","PlausibilityImplausible",-0.0134454537406276,0.0148877101807558,37.7431448926391,-0.903124360790386,0.372187987838237
"v2_sdm","agent_freq_norm",0.00612481293687593,0.0200226046570294,49.6989965557927,0.305894914362487,0.760962367176761
"v2_sdm","patient_freq_norm",0.0397554609482111,0.020266854808953,53.3661684193921,1.96159992869978,0.0550346870042111
"v2_sdm","verb_freq_norm",-0.0159005482879768,0.0171333366541592,37.6510558462277,-0.928047385569633,0.359294551808244
"v2_sdm","sentence_freq_norm",0.0395326363410994,0.0275850762643764,40.8123987124694,1.43311680425376,0.15944095543979
"thematicFit_addition","(Intercept)",0.458246659485941,0.0562614369177609,66.1037069695348,8.14495122397557,1.44182335434973e-11
"thematicFit_addition","PlausibilityImplausible",-0.0596628608357192,0.0623950374997643,38.1369312887728,-0.956211635195259,0.344987848648746
"thematicFit_addition","agent_freq_norm",0.130096131459188,0.0614497229718417,52.0664263436626,2.11711501968532,0.0390464009057961
"thematicFit_addition","patient_freq_norm",0.200536401180238,0.0633586120641369,58.4247296643818,3.16510091757121,0.00246239749608775
"thematicFit_addition","verb_freq_norm",-0.00969504036423447,0.0498723038862893,38.1119273458859,-0.194397282835369,0.846897345278769
"thematicFit_addition","sentence_freq_norm",-0.221030261365375,0.0811937422528426,39.9220135588789,-2.72225734684173,0.00956444427860785
"xlnet-large-cased","(Intercept)",0.461769650600918,0.0329013422079892,74.4710583325934,14.034979110633,1.30802714862442e-22
"xlnet-large-cased","PlausibilityImplausible",-0.0106243645723892,0.0431288423453651,37.9913495096851,-0.246340128661742,0.806745112548506
"xlnet-large-cased","agent_freq_norm",0.0388332809106027,0.0342391841564048,56.800405700463,1.13417658356613,0.261484550103198
"xlnet-large-cased","patient_freq_norm",0.00189036169981889,0.0360211978285574,65.2579934881742,0.0524791459966449,0.958307228461895
"xlnet-large-cased","verb_freq_norm",-0.0135713584789354,0.0264845362444259,38.0141550078877,-0.512425754926773,0.611317746919671
"xlnet-large-cased","sentence_freq_norm",0.0542794902213665,0.0433505746742278,39.4406298695389,1.25210543641619,0.217905938995054
"surprisal_scores_tinylstm","(Intercept)",0.374034781976703,0.0346230817240782,40.736564133947,10.8030470816405,1.57339864195732e-13
"surprisal_scores_tinylstm","PlausibilityImplausible",0.0138748727171327,0.0137657904463054,38.3922497413235,1.00792415599037,0.319801456690521
"surprisal_scores_tinylstm","agent_freq_norm",-0.0408757219364333,0.035659919756291,66.9306480989155,-1.14626511264715,0.255767099966681
"surprisal_scores_tinylstm","patient_freq_norm",-0.0358027472465399,0.035504654038941,67.6655686644464,-1.00839589106465,0.316856893252043
"surprisal_scores_tinylstm","verb_freq_norm",-0.0615266208951468,0.0359762638496868,38.3048722017074,-1.71020040191534,0.0953183892248399
"surprisal_scores_tinylstm","sentence_freq_norm",0.0413635921160659,0.0540218263812797,51.3597474223858,0.765682963477143,0.447369589519618
"order-based_PPMI","(Intercept)",0.378546941220334,0.0281288212281093,39.3522896321698,13.4576183676709,2.61403377699907e-16
