"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","pValAdjusted","pLabel","pValFinal"
"roberta-large","(Intercept)",0.694859362743481,0.0207248624410088,57.3526030360881,33.5278154304439,2.26107624213267e-39,5.65269060533166e-39,"***","<0.001"
"roberta-large","PlausibilityImplausible",-0.0209178555996833,0.0192890782988211,38.0965156795647,-1.08444039034056,0.284984934295715,0.356231167869644,"","0.356"
"roberta-large","agent_freq_norm",0.0446030016460023,0.0232354569924729,50.1045479969394,1.91960939956771,0.0606104319113424,0.101017386518904,"","0.101"
"roberta-large","patient_freq_norm",0.0363458046601071,0.0236456106994045,54.5822812151656,1.5371057707984,0.130044651487898,0.216741085813163,"","0.217"
"roberta-large","verb_freq_norm",0.023414441322313,0.0195306044224109,38.0284479931518,1.19885902227611,0.238000182729146,0.398905718040671,"","0.399"
"roberta-large","sentence_freq_norm",0.0588808628351579,0.0315905352071927,40.5804395916414,1.86387671019108,0.0695852769253991,0.181918507821307,"","0.182"
"bert-large-cased","(Intercept)",0.471698945790264,0.0314910858935551,44.2642380017017,14.9788085232971,6.05436061079874e-19,6.05436061079874e-19,"***","<0.001"
"bert-large-cased","PlausibilityImplausible",-0.0565951819211905,0.0175861023550061,38.4438540869759,-3.21817653387421,0.00262069555715312,0.00436782592858854,"**","0.004"
"bert-large-cased","agent_freq_norm",0.0119695919469354,0.0348580495522227,55.9747604587061,0.34338100096516,0.732598266791565,0.732598266791565,"","0.733"
"bert-large-cased","patient_freq_norm",0.0107916422438847,0.0348595401141645,57.6217677387517,0.309575003242792,0.758000927351831,0.947501159189788,"","0.948"
"bert-large-cased","verb_freq_norm",0.0352592329218203,0.0321354298773961,38.283964772671,1.09720744537547,0.279404252099171,0.398905718040671,"","0.399"
"bert-large-cased","sentence_freq_norm",0.092419153436783,0.0503114945985978,45.419844381388,1.8369391363571,0.0727674031285229,0.181918507821307,"","0.182"
"gpt2-xl_full","(Intercept)",0.599633010013377,0.02654991736972,42.4439193117146,22.5851177486998,2.81362159873206e-25,4.6893693312201e-25,"***","<0.001"
"gpt2-xl_full","PlausibilityImplausible",-0.0915097306367765,0.0136323913802345,37.7117404338867,-6.71266897233126,6.26097753925294e-08,1.56524438481324e-07,"***","<0.001"
"gpt2-xl_full","agent_freq_norm",0.111368854418528,0.0290115736611545,57.7311010024919,3.83877330196836,0.000309250599140433,0.00154625299570217,"**","0.002"
"gpt2-xl_full","patient_freq_norm",0.114967083047587,0.0289722949674232,59.1506749877009,3.96817315220824,0.000198423503235886,0.000992117516179432,"***","<0.001"
"gpt2-xl_full","verb_freq_norm",0.0275201963035766,0.0272571572038436,37.5521581652927,1.00965027635736,0.319124574432537,0.398905718040671,"","0.399"
"gpt2-xl_full","sentence_freq_norm",-0.0370417798438127,0.0423163679921969,45.9346899384601,-0.875353476712443,0.385935969732725,0.482419962165906,"","0.482"
"xlnet-large-cased","(Intercept)",0.461769650600918,0.0329013422079892,74.4710583325934,14.034979110633,1.30802714862442e-22,1.63503393578053e-22,"***","<0.001"
"xlnet-large-cased","PlausibilityImplausible",-0.0106243645723892,0.0431288423453651,37.9913495096851,-0.246340128661742,0.806745112548506,0.806745112548506,"","0.807"
"xlnet-large-cased","agent_freq_norm",0.0388332809106027,0.0342391841564048,56.800405700463,1.13417658356613,0.261484550103198,0.326855687628998,"","0.327"
"xlnet-large-cased","patient_freq_norm",0.00189036169981889,0.0360211978285574,65.2579934881742,0.0524791459966449,0.958307228461895,0.958307228461895,"","0.958"
"xlnet-large-cased","verb_freq_norm",-0.0135713584789354,0.0264845362444259,38.0141550078877,-0.512425754926773,0.611317746919671,0.611317746919671,"","0.611"
"xlnet-large-cased","sentence_freq_norm",0.0542794902213665,0.0433505746742278,39.4406298695389,1.25210543641619,0.217905938995054,0.363176564991757,"","0.363"
"human","(Intercept)",0.935818243903273,0.0178903553226596,75.9999999982929,52.3085331188465,2.36135922325954e-61,1.18067961162977e-60,"***","<0.001"
"human","PlausibilityImplausible",-0.759431970836124,0.0253534138187922,75.9999999985203,-29.953834866736,7.87010270639756e-44,3.93505135319878e-43,"***","<0.001"
"human","agent_freq_norm",0.0451412230938266,0.0179873199062787,75.9999999975633,2.50961362387676,0.0142140697370505,0.0355351743426261,"*","0.036"
"human","patient_freq_norm",0.0332015035520608,0.0191834518041859,75.9999999986172,1.73073667299104,0.0875571397552136,0.216741085813163,"","0.217"
"human","verb_freq_norm",0.0181693515254672,0.013460072410827,75.9999999982562,1.34987026599145,0.181064471569953,0.398905718040671,"","0.399"
"human","sentence_freq_norm",-0.00507463515620035,0.0220895310012444,75.9999999978952,-0.229730325913868,0.818918500468891,0.818918500468891,"","0.819"
