0,The bouncer is preventing the woman from entering.,The bride is blessing the priest.,The patient is treating the dentist.,The woman is preventing the bouncer from entering.,The princess is measuring the tailor.,The lion is pouncing on the Safari guide.,The princess is kidnapping the pirate.,The patient is treating the dentist.,The grandma is stealing the purse from the thief.,The Safari guide is pouncing on the lion.,The lawyer is giving money to the beggar.,The lady is cooking for the chef.,The beggar is giving money to the lawyer.,The woman is preventing the bouncer from entering.,The patient is using a stethoscope on the doctor.,The chef is cooking for the lady.,The lady is cooking for the chef.,The princess is measuring the tailor.,The mouse is chasing the cat.,The king is entertaining the jester.,The lion is pouncing on the Safari guide.,The lady is cooking for the chef.,The Safari guide is pouncing on the lion.,The criminal is arresting the cop.,The blind person is leading the dog.,The visitor is pushing the patient.,The patient is pushing the visitor.,The sportsstar is interviewing the journalist.,The criminal is arresting the cop.,The girl is giving Santa a present.,The lawyer is giving money to the beggar.,The worker is yelling at the boss.,The beggar is giving money to the lawyer.,The queen is bowing to the peasant.,The grandmother is rescuing the fireman.,The visitor is pushing the patient.,The son is tying the father's shoes.,The criminal is sentencing the judge.,The patient is pushing the visitor.,The bride is carrying the groom.,The ballerina is dancing for the grandpa.,The grandpa is dancing for the ballerina.,The bride is blessing the priest.,The princess is measuring the tailor.,The grandmother is rescuing the fireman.,The dog is licking the girl on the face.,The princess is measuring the tailor.,The girl is licking the dog on the face.,The ghost is frightening the girl.,The girl is frightening the ghost.
1,The mouse is chasing the cat.,The patient is using a stethoscope on the doctor.,The queen is bowing to the peasant.,The bouncer is preventing the woman from entering.,The woman is preventing the bouncer from entering.,The doctor is using a stethoscope on the patient.,The king is entertaining the jester.,The Safari guide is pouncing on the lion.,The grandmother is rescuing the fireman.,The patient is using a stethoscope on the doctor.,The lawyer is giving money to the beggar.,The lifeguard is saving the grandmother.,The woman is biting the vampire.,The beggar is giving money to the lawyer.,The grandmother is saving the lifeguard.,The father is pulling the child on the sled.,The grandmother is rescuing the fireman.,The child is pulling the father on the sled.,The patient is treating the dentist.,The baby is feeding the mother.,The ballerina is dancing for the grandpa.,The lady is cooking for the chef.,The student is lecturing to the professor.,The grandpa is dancing for the ballerina.,The queen is bowing to the peasant.,The groom is carrying the bride.,The king is entertaining the jester.,The girl is giving Santa a present.,The woman is biting the vampire.,The bride is carrying the groom.,The worker is yelling at the boss.,The son is tying the father's shoes.,The tailor is measuring the princess.,The king is entertaining the jester.,The princess is measuring the tailor.,The waiter is serving the customer.,The groom is carrying the bride.,The customer is serving the waiter.,The bride is carrying the groom.,The girl is giving Santa a present.,The groom is carrying the bride.,The lady is cooking for the chef.,The blind person is leading the dog.,The princess is kidnapping the pirate.,The bride is carrying the groom.,The bouncer is preventing the woman from entering.,The girl is licking the dog on the face.,The woman is preventing the bouncer from entering.,The dog is licking the girl on the face.,The blind person is leading the dog.
2,The father is tying the son's shoes.,The princess is kidnapping the pirate.,The businessman is painting the artist.,The son is tying the father's shoes.,The king is entertaining the jester.,The patient is bringing flowers to the relative.,The father is tying the son's shoes.,The customer is serving the waiter.,The baby is feeding the mother.,The son is tying the father's shoes.,The patient is using a stethoscope on the doctor.,The child is pulling the father on the sled.,The criminal is sentencing the judge.,The chef is cooking for the lady.,The lady is cooking for the chef.,The father is pulling the child on the sled.,The dog is leading the blind person.,The child is pulling the father on the sled.,The blind person is leading the dog.,The bride is carrying the groom.,The dentist is treating the patient.,The patient is bringing flowers to the relative.,The businessman is painting the artist.,The patient is treating the dentist.,The grandma is stealing the purse from the thief.,The tailor is measuring the princess.,The bouncer is preventing the woman from entering.,The princess is measuring the tailor.,The woman is preventing the bouncer from entering.,The Safari guide is pouncing on the lion.,The customer is serving the waiter.,The bride is blessing the priest.,The grandpa is dancing for the ballerina.,The photographer is taking a picture of the model.,The model is taking a picture of the photographer.,The patient is bringing flowers to the relative.,The businessman is painting the artist.,The worker is yelling at the boss.,The boss is yelling at the worker.,The baby is feeding the mother.,The lifeguard is saving the grandmother.,The lady is opening the door for the chauffeur.,The father is tying the son's shoes.,The grandmother is saving the lifeguard.,The son is tying the father's shoes.,The father is tying the son's shoes.,The chef is cooking for the lady.,The patient is treating the dentist.,The lady is cooking for the chef.,The son is tying the father's shoes.
3,The princess is kidnapping the pirate.,The father is tying the son's shoes.,The worker is yelling at the boss.,The baby is feeding the mother.,The son is tying the father's shoes.,The patient is treating the dentist.,The priest is blessing the bride.,The king is entertaining the jester.,The bride is blessing the priest.,The blind person is leading the dog.,The boss is yelling at the worker.,The princess is kidnapping the pirate.,The worker is yelling at the boss.,The girl is giving Santa a present.,The lady is opening the door for the chauffeur.,The cop is arresting the criminal.,The criminal is arresting the cop.,The lawyer is giving money to the beggar.,The girl is giving Santa a present.,The beggar is giving money to the lawyer.,The tailor is measuring the princess.,The blind person is leading the dog.,The princess is measuring the tailor.,The customer is serving the waiter.,The son is tying the father's shoes.,The worker is yelling at the boss.,The blind person is leading the dog.,The model is taking a picture of the photographer.,The photographer is taking a picture of the model.,The mouse is chasing the cat.,The artist is painting the businessman.,The businessman is painting the artist.,The journalist is interviewing the sportsstar.,The sportsstar is interviewing the journalist.,The baby is feeding the mother.,The dentist is treating the patient.,The father is tying the son's shoes.,The grandmother is saving the lifeguard.,The patient is treating the dentist.,The son is tying the father's shoes.,The vampire is biting the woman.,The queen is bowing to the peasant.,The woman is biting the vampire.,The baby is feeding the mother.,The criminal is sentencing the judge.,The fireman is rescuing the grandmother.,The shark is biting the snorkeler.,The snorkeler is biting the shark.,The grandmother is rescuing the fireman.,The lady is opening the door for the chauffeur.
4,The criminal is sentencing the judge.,The lawyer is giving money to the beggar.,The king is entertaining the jester.,The beggar is giving money to the lawyer.,The blind person is leading the dog.,The cop is arresting the criminal.,The princess is measuring the tailor.,The relative is bringing flowers to the patient.,The criminal is arresting the cop.,The patient is bringing flowers to the relative.,The man is proposing to the woman.,The lady is opening the door for the chauffeur.,The king is entertaining the jester.,The beggar is giving money to the lawyer.,The lawyer is giving money to the beggar.,The lady is opening the door for the chauffeur.,The priest is blessing the bride.,The bride is blessing the priest.,The snorkeler is biting the shark.,The shark is biting the snorkeler.,The priest is blessing the bride.,The bride is blessing the priest.,The girl is licking the dog on the face.,The bouncer is preventing the woman from entering.,The woman is preventing the bouncer from entering.,The chef is cooking for the lady.,The dog is licking the girl on the face.,The lady is cooking for the chef.,The girl is licking the dog on the face.,The princess is measuring the tailor.,The father is tying the son's shoes.,The priest is blessing the bride.,The businessman is painting the artist.,The son is tying the father's shoes.,The bride is blessing the priest.,The woman is proposing to the man.,The waiter is serving the customer.,The grandpa is dancing for the ballerina.,The man is proposing to the woman.,The customer is serving the waiter.,The child is scolding the babysitter.,The lady is opening the door for the chauffeur.,The queen is bowing to the peasant.,The journalist is interviewing the sportsstar.,The sportsstar is interviewing the journalist.,The chef is cooking for the lady.,The lion is pouncing on the Safari guide.,The Safari guide is pouncing on the lion.,The lady is cooking for the chef.,The baby is feeding the mother.
5,The professor is lecturing to the student.,The student is lecturing to the professor.,The bouncer is preventing the woman from entering.,The woman is preventing the bouncer from entering.,The businessman is painting the artist.,The criminal is arresting the cop.,The woman is biting the vampire.,The grandmother is saving the lifeguard.,The beggar is giving money to the lawyer.,The lawyer is giving money to the beggar.,The grandma is stealing the purse from the thief.,The lawyer is giving money to the beggar.,The beggar is giving money to the lawyer.,The queen is bowing to the peasant.,The peasant is bowing to the queen.,The dog is licking the girl on the face.,The shark is biting the snorkeler.,The blind person is leading the dog.,The snorkeler is biting the shark.,The girl is licking the dog on the face.,The princess is measuring the tailor.,The vampire is biting the woman.,The woman is biting the vampire.,The dog is licking the girl on the face.,The girl is licking the dog on the face.,The princess is measuring the tailor.,The priest is blessing the bride.,The bouncer is preventing the woman from entering.,The woman is preventing the bouncer from entering.,The bride is blessing the priest.,The lion is pouncing on the Safari guide.,The girl is frightening the ghost.,The queen is bowing to the peasant.,The ghost is frightening the girl.,The Safari guide is pouncing on the lion.,The lawyer is giving money to the beggar.,The woman is preventing the bouncer from entering.,The grandmother is rescuing the fireman.,The Safari guide is pouncing on the lion.,The beggar is giving money to the lawyer.,The princess is kidnapping the pirate.,The lady is opening the door for the chauffeur.,The criminal is arresting the cop.,The fireman is rescuing the grandmother.,The grandmother is rescuing the fireman.,The dog is licking the girl on the face.,The woman is preventing the bouncer from entering.,The girl is licking the dog on the face.,The bouncer is preventing the woman from entering.,The patient is treating the dentist.
6,The criminal is sentencing the judge.,The customer is serving the waiter.,The bride is blessing the priest.,The shark is biting the snorkeler.,The snorkeler is biting the shark.,The lion is pouncing on the Safari guide.,The fireman is rescuing the grandmother.,The son is tying the father's shoes.,The grandmother is rescuing the fireman.,The Safari guide is pouncing on the lion.,The jester is entertaining the king.,The visitor is pushing the patient.,The king is entertaining the jester.,The shark is biting the snorkeler.,The snorkeler is biting the shark.,The king is entertaining the jester.,The father is tying the son's shoes.,The son is tying the father's shoes.,The fireman is rescuing the grandmother.,The grandmother is rescuing the fireman.,The princess is measuring the tailor.,The lion is pouncing on the Safari guide.,The Safari guide is pouncing on the lion.,The patient is treating the dentist.,The patient is bringing flowers to the relative.,The customer is serving the waiter.,The cat is chasing the mouse.,The mouse is chasing the cat.,The ghost is frightening the girl.,The girl is frightening the ghost.,The father is tying the son's shoes.,The son is tying the father's shoes.,The woman is biting the vampire.,The fireman is rescuing the grandmother.,The grandmother is rescuing the fireman.,The father is tying the son's shoes.,The journalist is interviewing the sportsstar.,The grandmother is saving the lifeguard.,The sportsstar is interviewing the journalist.,The son is tying the father's shoes.,The lawyer is giving money to the beggar.,The dentist is treating the patient.,The baby is feeding the mother.,The patient is treating the dentist.,The beggar is giving money to the lawyer.,The pirate is kidnapping the princess.,The worker is yelling at the boss.,The princess is kidnapping the pirate.,The babysitter is scolding the child.,The child is scolding the babysitter.
7,The groom is carrying the bride.,The king is entertaining the jester.,The patient is bringing flowers to the relative.,The queen is bowing to the peasant.,The bride is carrying the groom.,The father is pulling the child on the sled.,The child is pulling the father on the sled.,The patient is bringing flowers to the relative.,The father is tying the son's shoes.,The son is tying the father's shoes.,The patient is pushing the visitor.,The lady is opening the door for the chauffeur.,The customer is serving the waiter.,The cop is arresting the criminal.,The criminal is arresting the cop.,The lady is cooking for the chef.,The dog is leading the blind person.,The blind person is leading the dog.,The criminal is arresting the cop.,The baby is feeding the mother.,The lifeguard is saving the grandmother.,The grandmother is saving the lifeguard.,The princess is kidnapping the pirate.,The cat is chasing the mouse.,The mouse is chasing the cat.,The priest is blessing the bride.,The bouncer is preventing the woman from entering.,The woman is preventing the bouncer from entering.,The bride is blessing the priest.,The bride is carrying the groom.,The father is pulling the child on the sled.,The lion is pouncing on the Safari guide.,The child is pulling the father on the sled.,The Safari guide is pouncing on the lion.,The grandmother is saving the lifeguard.,The father is pulling the child on the sled.,The child is pulling the father on the sled.,The mouse is chasing the cat.,The cat is chasing the mouse.,The patient is bringing flowers to the relative.,The worker is yelling at the boss.,The grandpa is dancing for the ballerina.,The baby is feeding the mother.,The dog is licking the girl on the face.,The girl is licking the dog on the face.,The lion is pouncing on the Safari guide.,The Safari guide is pouncing on the lion.,The patient is treating the dentist.,The lawyer is giving money to the beggar.,The beggar is giving money to the lawyer.
8,The blind person is leading the dog.,The dog is licking the girl on the face.,The girl is licking the dog on the face.,The woman is biting the vampire.,The queen is bowing to the peasant.,The customer is serving the waiter.,The bouncer is preventing the woman from entering.,The woman is preventing the bouncer from entering.,The artist is painting the businessman.,The businessman is painting the artist.,The photographer is taking a picture of the model.,The king is entertaining the jester.,The bouncer is preventing the woman from entering.,The model is taking a picture of the photographer.,The woman is preventing the bouncer from entering.,The worker is yelling at the boss.,The lady is opening the door for the chauffeur.,The bride is carrying the groom.,The photographer is taking a picture of the model.,The model is taking a picture of the photographer.,The grandpa is dancing for the ballerina.,The photographer is taking a picture of the model.,The vampire is biting the woman.,The woman is biting the vampire.,The model is taking a picture of the photographer.,The girl is giving Santa a present.,The priest is blessing the bride.,The peasant is bowing to the queen.,The bride is blessing the priest.,The queen is bowing to the peasant.,The photographer is taking a picture of the model.,The lady is opening the door for the chauffeur.,The peasant is bowing to the queen.,The model is taking a picture of the photographer.,The queen is bowing to the peasant.,The priest is blessing the bride.,The lion is pouncing on the Safari guide.,The beggar is giving money to the lawyer.,The bride is blessing the priest.,The Safari guide is pouncing on the lion.,The child is scolding the babysitter.,The babysitter is scolding the child.,The fireman is rescuing the grandmother.,The blind person is leading the dog.,The grandmother is rescuing the fireman.,The babysitter is scolding the child.,The father is tying the son's shoes.,The son is tying the father's shoes.,The ghost is frightening the girl.,The girl is frightening the ghost.
9,The patient is bringing flowers to the relative.,The princess is kidnapping the pirate.,The woman is biting the vampire.,The girl is licking the dog on the face.,The dog is licking the girl on the face.,The relative is bringing flowers to the patient.,The patient is bringing flowers to the relative.,The woman is biting the vampire.,The mouse is chasing the cat.,The cat is chasing the mouse.,The professor is lecturing to the student.,The customer is serving the waiter.,The student is lecturing to the professor.,The father is pulling the child on the sled.,The child is pulling the father on the sled.,The criminal is arresting the cop.,The ghost is frightening the girl.,The king is entertaining the jester.,The queen is bowing to the peasant.,The girl is frightening the ghost.,The patient is bringing flowers to the relative.,The bouncer is preventing the woman from entering.,The artist is painting the businessman.,The woman is preventing the bouncer from entering.,The businessman is painting the artist.,The peasant is bowing to the queen.,The baby is feeding the mother.,The criminal is sentencing the judge.,The mouse is chasing the cat.,The queen is bowing to the peasant.,The lawyer is giving money to the beggar.,The girl is frightening the ghost.,The ghost is frightening the girl.,The mouse is chasing the cat.,The beggar is giving money to the lawyer.,The woman is proposing to the man.,The dog is leading the blind person.,The bouncer is preventing the woman from entering.,The blind person is leading the dog.,The woman is preventing the bouncer from entering.,The relative is bringing flowers to the patient.,The customer is serving the waiter.,The patient is bringing flowers to the relative.,The mouse is chasing the cat.,The queen is bowing to the peasant.,The peasant is bowing to the queen.,The mouse is chasing the cat.,The queen is bowing to the peasant.,The cat is chasing the mouse.,The criminal is sentencing the judge.
