"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","pValAdjusted","pLabel","pValFinal"
"BERT-large","(Intercept)",0.506189332962179,0.00655943782891642,666.848717522504,77.1696212639915,0,0,"***","<0.001"
"BERT-large","PlausibilityImplausible",-0.0259927367953349,0.00702243785602869,400.396505600106,-3.70138366878112,0.000244445115437128,0.000244445115437128,"***","<0.001"
"BERT-large","agent_freq_norm",0.0120922131650158,0.00902651360629726,403.034383122269,1.33963274110392,0.181119646615978,0.452799116539945,"","0.453"
"BERT-large","patient_freq_norm",0.0341303322698538,0.00753826605610256,619.329433398755,4.52761046318122,7.15599428187375e-06,3.57799714093688e-05,"***","<0.001"
"BERT-large","verb_freq_norm",0.0180924145064545,0.00615416744084521,398.030706324578,2.93986386954231,0.00347504482773414,0.00868761206933536,"**","0.009"
"BERT-large","sentence_freq_norm",-0.031682206264384,0.0111911529821123,408.418996490712,-2.83100466189892,0.00486952312160936,0.00811587186934894,"**","0.008"
"GPT2-XL","(Intercept)",0.620283894837715,0.00633313688058967,626.240043334447,97.9426004100452,0,0,"***","<0.001"
"GPT2-XL","PlausibilityImplausible",-0.140812418569179,0.00626202475698288,401.687094134319,-22.4867233896125,4.47609363842823e-73,1.11902340960706e-72,"***","<0.001"
"GPT2-XL","agent_freq_norm",0.00222752501298467,0.00895675355795027,406.955366323464,0.248697812055738,0.803719999273332,0.803719999273332,"","0.804"
"GPT2-XL","patient_freq_norm",0.00841442254414227,0.00730064770686545,615.413287820168,1.15255835947671,0.24953919632315,0.311923995403938,"","0.312"
"GPT2-XL","verb_freq_norm",-0.00610523618358241,0.00611138693636633,400.33024101586,-0.998993558606586,0.318401253854705,0.530668756424508,"","0.531"
"GPT2-XL","sentence_freq_norm",0.0496705722976815,0.0110957198449906,413.708469839276,4.47655248975184,9.82185512742366e-06,2.45546378185591e-05,"***","<0.001"
"human","(Intercept)",0.817189268003564,0.00726867455166394,791.918430077294,112.426173739818,0,0,"***","<0.001"
"human","PlausibilityImplausible",-0.553918064236726,0.0102729186641284,402.294769759799,-53.9202229032466,3.37905640498747e-186,1.68952820249374e-185,"***","<0.001"
"human","agent_freq_norm",-0.00480474605456231,0.0084066274429909,398.735103926101,-0.571542641462994,0.567953889106421,0.713684018921658,"","0.714"
"human","patient_freq_norm",0.00208863324511907,0.00778137518319481,595.369033488871,0.268414412099011,0.788473323427304,0.788473323427304,"","0.788"
"human","verb_freq_norm",-0.00340235294451404,0.00572266388123281,397.673555720738,-0.594540063006652,0.552489053357605,0.690611316697006,"","0.691"
"human","sentence_freq_norm",-0.00446003488754128,0.0104431490011345,400.801491195028,-0.427077588096919,0.66955214356094,0.66955214356094,"","0.67"
"tinyLSTM","(Intercept)",0.546812875877802,0.0066898790869164,541.205093080092,81.7373331824817,1.09862443087477e-306,1.09862443087477e-306,"***","<0.001"
"tinyLSTM","PlausibilityImplausible",-0.0281442709935438,0.00537485763428699,399.16964443638,-5.23628213220151,2.6559624293774e-07,3.31995303672175e-07,"***","<0.001"
"tinyLSTM","agent_freq_norm",0.0056268178036988,0.00992190895090046,413.078308326747,0.567110405018194,0.570947215137327,0.713684018921658,"","0.714"
"tinyLSTM","patient_freq_norm",0.0155738906014007,0.00766661245751341,592.523040349052,2.03139139844457,0.0426610928393974,0.0711018213989956,"","0.071"
"tinyLSTM","verb_freq_norm",0.000929696133905388,0.00678997097086341,400.904402828124,0.136921960034119,0.891161214513751,0.891161214513751,"","0.891"
"tinyLSTM","sentence_freq_norm",0.0559870204054393,0.0122566432130211,424.727317602857,4.56789183077143,6.46475323176451e-06,2.45546378185591e-05,"***","<0.001"
"RoBERTa-large","(Intercept)",0.732335689973135,0.00575946524374867,640.563637312773,127.153417718427,0,0,"***","<0.001"
"RoBERTa-large","PlausibilityImplausible",-0.0316720224584252,0.00590291269248768,395.609913681961,-5.36549058208712,1.37740115510156e-07,2.29566859183593e-07,"***","<0.001"
"RoBERTa-large","agent_freq_norm",0.0202525546663808,0.00805181400315221,399.64812392615,2.51527850226696,0.0122852284311008,0.0614261421555041,"","0.061"
"RoBERTa-large","patient_freq_norm",0.0258074729379322,0.00663350738404039,613.761368106627,3.89047172842871,0.000110984580991279,0.000277461452478196,"***","<0.001"
"RoBERTa-large","verb_freq_norm",0.0196506768818173,0.0054918692777265,393.783810092412,3.57813995346085,0.000389185690158977,0.00194592845079488,"**","0.002"
"RoBERTa-large","sentence_freq_norm",-0.0214306988083978,0.00997846239228152,405.758918944433,-2.14769550316437,0.0323296192877373,0.0404120241096716,"*","0.04"
