"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal"
"gpt2-xl_full","(Intercept)",0.620283894837715,0.00633313688058967,626.240043334447,97.9426004100452,0
"gpt2-xl_full","PlausibilityImplausible",-0.140812418569179,0.00626202475698288,401.687094134319,-22.4867233896125,4.47609363842823e-73
"gpt2-xl_full","agent_freq_norm",0.00222752501298467,0.00895675355795027,406.955366323464,0.248697812055738,0.803719999273332
"gpt2-xl_full","patient_freq_norm",0.00841442254414227,0.00730064770686545,615.413287820168,1.15255835947671,0.24953919632315
"gpt2-xl_full","verb_freq_norm",-0.00610523618358241,0.00611138693636633,400.33024101586,-0.998993558606586,0.318401253854705
"gpt2-xl_full","sentence_freq_norm",0.0496705722976815,0.0110957198449906,413.708469839276,4.47655248975184,9.82185512742366e-06
"human","(Intercept)",0.817189268003564,0.00726867455166394,791.918430077294,112.426173739818,0
"human","PlausibilityImplausible",-0.553918064236726,0.0102729186641284,402.294769759799,-53.9202229032466,3.37905640498747e-186
"human","agent_freq_norm",-0.00480474605456231,0.0084066274429909,398.735103926101,-0.571542641462994,0.567953889106421
"human","patient_freq_norm",0.00208863324511907,0.00778137518319481,595.369033488871,0.268414412099011,0.788473323427304
"human","verb_freq_norm",-0.00340235294451404,0.00572266388123281,397.673555720738,-0.594540063006652,0.552489053357605
"human","sentence_freq_norm",-0.00446003488754128,0.0104431490011345,400.801491195028,-0.427077588096919,0.66955214356094
"xlnet-large-cased","(Intercept)",0.415626015828803,0.00782356716880793,748.110349165112,53.1248734574528,4.23661637008386e-256
"xlnet-large-cased","PlausibilityImplausible",0.00919525296882809,0.00967527101700822,402.425332937056,0.950387121214868,0.342486002206655
"xlnet-large-cased","agent_freq_norm",-0.0194856436514361,0.0100366652686736,401.210321293724,-1.94144600121862,0.0529040033479925
"xlnet-large-cased","patient_freq_norm",0.00069522292837151,0.00881067985437412,618.264746685685,0.0789068425890383,0.937132252068438
"xlnet-large-cased","verb_freq_norm",-0.00367697018286147,0.00683593613759626,398.570208980104,-0.537888316808416,0.590954367018369
"xlnet-large-cased","sentence_freq_norm",0.0368692936919432,0.0124580442379983,404.628347972945,2.95947686391161,0.00326276924118893
"bert-large-cased","(Intercept)",0.506189332962179,0.00655943782891642,666.848717522504,77.1696212639915,0
"bert-large-cased","PlausibilityImplausible",-0.0259927367953349,0.00702243785602869,400.396505600106,-3.70138366878112,0.000244445115437128
"bert-large-cased","agent_freq_norm",0.0120922131650158,0.00902651360629726,403.034383122269,1.33963274110392,0.181119646615978
"bert-large-cased","patient_freq_norm",0.0341303322698538,0.00753826605610256,619.329433398755,4.52761046318122,7.15599428187375e-06
"bert-large-cased","verb_freq_norm",0.0180924145064545,0.00615416744084521,398.030706324578,2.93986386954231,0.00347504482773414
"bert-large-cased","sentence_freq_norm",-0.031682206264384,0.0111911529821123,408.418996490712,-2.83100466189892,0.00486952312160936
"roberta-large","(Intercept)",0.732335689973135,0.00575946524374867,640.563637312773,127.153417718427,0
"roberta-large","PlausibilityImplausible",-0.0316720224584252,0.00590291269248768,395.609913681961,-5.36549058208712,1.37740115510156e-07
"roberta-large","agent_freq_norm",0.0202525546663808,0.00805181400315221,399.64812392615,2.51527850226696,0.0122852284311008
"roberta-large","patient_freq_norm",0.0258074729379322,0.00663350738404039,613.761368106627,3.89047172842871,0.000110984580991279
"roberta-large","verb_freq_norm",0.0196506768818173,0.0054918692777265,393.783810092412,3.57813995346085,0.000389185690158977
"roberta-large","sentence_freq_norm",-0.0214306988083978,0.00997846239228152,405.758918944433,-2.14769550316437,0.0323296192877373
