,Sentence,YTest,YPred
0,The TV station head promoted the newsagent.,0.881944444444445,0.679663360118866
1,The newsagent promoted the TV station head.,0.645833333333333,0.679663360118866
2,The mechanic berated the intern.,0.8148148148148149,0.6489021182060242
3,The intern berated the mechanic.,0.6388888888888891,0.6489021182060242
4,The urologist treated the widower.,0.8257575757575759,0.679663360118866
5,The widower treated the urologist.,0.26,0.679663360118866
6,The father pampered the infant.,0.98,0.6752052903175354
7,The infant pampered the father.,0.15909090909090898,0.6752052903175354
8,The mother disciplined the toddler.,0.9506172839506171,0.6765317916870117
9,The toddler disciplined the mother.,0.0972222222222222,0.6765317916870117
10,The technician rebuked the aide.,0.741666666666667,0.6489021182060242
11,The aide rebuked the technician.,0.6893939393939389,0.6489021182060242
12,The joker tricked the distributor.,0.893939393939394,0.6489021182060242
13,The distributor tricked the joker.,0.583333333333333,0.6489021182060242
14,The barber shaved the old man.,0.9285714285714279,0.6752052903175354
15,The old man shaved the barber.,0.484848484848485,0.6752052903175354
16,The pixie mesmerized the ogre.,0.424242424242424,0.6752052903175354
17,The ogre mesmerized the pixie.,0.492424242424242,0.6752052903175354
18,The personal trainer weighed the Olympian.,0.926666666666667,0.6752052903175354
19,The Olympian weighed the personal trainer.,0.553030303030303,0.6752052903175354
20,The chauffeur drove the diplomat.,0.896825396825397,0.6752052903175354
21,The diplomat drove the chauffeur.,0.166666666666667,0.6752052903175354
22,The playboy courted the damsel.,0.8888888888888891,0.679663360118866
23,The damsel courted the playboy.,0.746913580246914,0.679663360118866
24,The headmaster reprimanded the kid.,0.9782608695652171,0.6752052903175354
25,The kid reprimanded the headmaster.,0.27333333333333304,0.6752052903175354
26,The windbag taunted the recluse.,0.46212121212121204,0.6896553635597229
27,The recluse taunted the windbag.,0.36231884057971003,0.6896553635597229
28,The impersonator conned the inspector.,0.833333333333333,0.6686009168624878
29,The inspector conned the impersonator.,0.5763888888888891,0.6686009168624878
30,The governess instructed the lad.,0.818181818181818,0.6622003316879272
31,The lad instructed the governess.,0.492424242424242,0.6622003316879272
32,The speaker engrossed the audience.,0.985507246376812,0.6686009168624878
33,The audience engrossed the speaker.,0.368055555555556,0.6686009168624878
34,The negotiator saved the captive.,0.944444444444445,0.6704459190368652
35,The captive saved the negotiator.,0.4333333333333329,0.6704459190368652
36,The pixie mesmerized the ogre.,0.424242424242424,0.6686009168624878
37,The ogre mesmerized the pixie.,0.492424242424242,0.6686009168624878
38,The lord named the heir.,0.930555555555555,0.6704459190368652
39,The heir named the lord.,0.45454545454545503,0.6704459190368652
40,The page obeyed the noble.,0.5617283950617281,0.6622003316879272
41,The noble obeyed the page.,0.348484848484848,0.6622003316879272
42,The extortionist menaced the legislator.,0.712962962962963,0.6686009168624878
43,The legislator menaced the extortionist.,0.658333333333333,0.6686009168624878
44,The president pardoned the traitor.,0.8863636363636359,0.6622003316879272
45,The traitor pardoned the president.,0.0869565217391304,0.6622003316879272
46,The joker tricked the distributor.,0.893939393939394,0.6622003316879272
47,The distributor tricked the joker.,0.583333333333333,0.6622003316879272
48,The hit man killed the politician.,0.916666666666667,0.6622003316879272
49,The politician killed the hit man.,0.5,0.6622003316879272
50,The smuggler bribed the bureaucrat.,0.9066666666666671,0.6896553635597229
51,The bureaucrat bribed the smuggler.,0.7272727272727271,0.6896553635597229
52,The robber burgled the industrialist.,0.753333333333333,0.6604912281036377
53,The industrialist burgled the robber.,0.325757575757576,0.6604912281036377
