"Sentence","ItemNum","Score","Plausibility","Metric","NormScore","agent_freq","patient_freq","sentence_freq","verb_freq","agent_freq_norm","patient_freq_norm","verb_freq_norm","sentence_freq_norm","TrialType","Voice","Experiment","LowerBetter","FinalNormScore"
"The actor won the award.","1",-1.69953524594869,"Plausible","BERT-large.l2r",0.747067788370541,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.747067788370541
"The actor won the battle.","1",-1.72079813018587,"Implausible","BERT-large.l2r",0.744341968150987,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.744341968150987
"The actor won the award.","1",-0.556569167525863,"Plausible","BERT-large.plast",0.973015126160851,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.973015126160851
"The actor won the battle.","1",-7.41202550529013,"Implausible","BERT-large.plast",0.631841873810707,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.631841873810707
"The actor won the award.","1",1.10596072418197,"Plausible","BERT-large.PLL",0.725856815365687,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.725856815365687
"The actor won the battle.","1",0.994963468358071,"Implausible","BERT-large.PLL",0.651916764739434,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.651916764739434
"The actor won the award.","1",-0.665901540604522,"Plausible","BERT-large.pverb",0.969121068117522,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.969121068117522
"The actor won the battle.","1",-1.90721069055594,"Implausible","BERT-large.pverb",0.885109509366957,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.885109509366957
"The actor won the award.","1",-40.5274467617456,"Plausible","GPT2-XL.l2r",0.87024236196449,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.87024236196449
"The actor won the battle.","1",-44.9326439042219,"Implausible","GPT2-XL.l2r",0.704195950778217,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.704195950778217
"The actor won the award.","1",-39.9187698252263,"Plausible","GPT2.l2r",0.867614622391283,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.867614622391283
"The actor won the battle.","1",-42.0760727025414,"Implausible","GPT2.l2r",0.795609708015273,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.795609708015273
"The actor won the award.","1",5.8,"Plausible","human",0.8,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.8
"The actor won the battle.","1",2.6,"Implausible","human",0.266666666666667,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.266666666666667
"The actor won the award.","1",-10.6790519040592,"Plausible","RoBERTa-large.l2r",0.0848444723227579,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.0848444723227579
"The actor won the battle.","1",-10.6794597816275,"Implausible","RoBERTa-large.l2r",0.0846697881580761,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.0846697881580761
"The actor won the award.","1",-0.620074242083545,"Plausible","RoBERTa-large.plast",0.974508151463332,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.974508151463332
"The actor won the battle.","1",-5.85886283595395,"Implausible","RoBERTa-large.plast",0.739376865245064,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.739376865245064
"The actor won the award.","1",0.343620523862673,"Plausible","RoBERTa-large.PLL",0.824136432930935,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.824136432930935
"The actor won the battle.","1",0.543926697204844,"Implausible","RoBERTa-large.PLL",0.873554407250111,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.873554407250111
"The actor won the award.","1",-3.97502308286635,"Plausible","RoBERTa-large.pverb",0.819087483736416,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.819087483736416
"The actor won the battle.","1",-1.69395329803876,"Implausible","RoBERTa-large.pverb",0.94187670876157,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.94187670876157
"The actor won the award.","1",1.30476763636187,"Plausible","SDM",0.761529332908741,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.761529332908741
"The actor won the battle.","1",1.21650918878159,"Implausible","SDM",0.682322963736148,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.682322963736148
"The actor won the award.","1",8.30571098613359,"Plausible","syntax.PPMI",0.241617398315047,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.241617398315047
"The actor won the battle.","1",6.7770391170762,"Implausible","syntax.PPMI",0.197002024216051,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.197002024216051
"The actor won the award.","1",0.704595905886816,"Plausible","thematicFit.add",0.704595905886816,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.704595905886816
"The actor won the battle.","1",0.602228042360382,"Implausible","thematicFit.add",0.602228042360382,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.602228042360382
"The actor won the award.","1",0.704595905886816,"Plausible","thematicFit.prod",0.704595905886816,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",FALSE,0.704595905886816
"The actor won the battle.","1",0.602228042360382,"Implausible","thematicFit.prod",0.602228042360382,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",FALSE,0.602228042360382
"The actor won the award.","1",40.534571,"Plausible","tinyLSTM.surprisal",0.264412098877716,9.884865228,9.80642584,12.18949472,11.76254735,0.489040547502847,-0.193538549829048,1.10244545544653,1.24766762303136,"DTFit","active","DTFit",TRUE,0.735587901122283
"The actor won the battle.","1",39.386185,"Implausible","tinyLSTM.surprisal",0.22969393406044,9.884865228,10.87492913,12.40319537,11.76254735,0.489040547502847,0.495159286399032,1.10244545544653,1.62798251949222,"DTFit","active","DTFit",TRUE,0.77030606593956
"The anchorman told the news.","2",-4.41606751394167,"Plausible","BERT-large.l2r",0.39881876906695,5.673323267,11.44408972,11.27020325,9.739968123,-1.99019292408461,0.86200857031588,-0.697987270849221,-0.388360345205546,"DTFit","active","DTFit",FALSE,0.39881876906695
"The anchorman told the parable.","2",-3.06553548318634,"Implausible","BERT-large.l2r",0.571951796342238,5.673323267,8.231908244,10.62776696,9.739968123,-1.99019292408461,-1.20838508480625,-0.697987270849221,-1.53167970859565,"DTFit","active","DTFit",FALSE,0.571951796342238
"The anchorman told the news.","2",-3.92115232605407,"Plausible","BERT-large.plast",0.805571017054038,5.673323267,11.44408972,11.27020325,9.739968123,-1.99019292408461,0.86200857031588,-0.697987270849221,-0.388360345205546,"DTFit","active","DTFit",FALSE,0.805571017054038
"The anchorman told the parable.","2",-15.4888240974469,"Implausible","BERT-large.plast",0.229886481128292,5.673323267,8.231908244,10.62776696,9.739968123,-1.99019292408461,-1.20838508480625,-0.697987270849221,-1.53167970859565,"DTFit","active","DTFit",FALSE,0.229886481128292
"The anchorman told the news.","2",0.976851150140933,"Plausible","BERT-large.PLL",0.639851369824999,5.673323267,11.44408972,11.27020325,9.739968123,-1.99019292408461,0.86200857031588,-0.697987270849221,-0.388360345205546,"DTFit","active","DTFit",FALSE,0.639851369824999
"The anchorman told the parable.","2",0.763420009879001,"Implausible","BERT-large.PLL",0.497675698912712,5.673323267,8.231908244,10.62776696,9.739968123,-1.99019292408461,-1.20838508480625,-0.697987270849221,-1.53167970859565,"DTFit","active","DTFit",FALSE,0.497675698912712
"The anchorman told the news.","2",-4.85800508507604,"Plausible","BERT-large.pverb",0.685400326005369,5.673323267,11.44408972,11.27020325,9.739968123,-1.99019292408461,0.86200857031588,-0.697987270849221,-0.388360345205546,"DTFit","active","DTFit",FALSE,0.685400326005369
"The anchorman told the parable.","2",-5.09044072799811,"Implausible","BERT-large.pverb",0.669669127478527,5.673323267,8.231908244,10.62776696,9.739968123,-1.99019292408461,-1.20838508480625,-0.697987270849221,-1.53167970859565,"DTFit","active","DTFit",FALSE,0.669669127478527
"The anchorman told the news.","2",-45.6729316604783,"Plausible","GPT2-XL.l2r",0.676292063348015,5.673323267,11.44408972,11.27020325,9.739968123,-1.99019292408461,0.86200857031588,-0.697987270849221,-0.388360345205546,"DTFit","active","DTFit",FALSE,0.676292063348015
"The anchorman told the parable.","2",-55.9448318320571,"Implausible","GPT2-XL.l2r",0.289110263217385,5.673323267,8.231908244,10.62776696,9.739968123,-1.99019292408461,-1.20838508480625,-0.697987270849221,-1.53167970859565,"DTFit","active","DTFit",FALSE,0.289110263217385
"The anchorman told the news.","2",-46.6636200344268,"Plausible","GPT2.l2r",0.642489830272647,5.673323267,11.44408972,11.27020325,9.739968123,-1.99019292408461,0.86200857031588,-0.697987270849221,-0.388360345205546,"DTFit","active","DTFit",FALSE,0.642489830272647
"The anchorman told the parable.","2",-55.5491066331307,"Implausible","GPT2.l2r",0.345916405902521,5.673323267,8.231908244,10.62776696,9.739968123,-1.99019292408461,-1.20838508480625,-0.697987270849221,-1.53167970859565,"DTFit","active","DTFit",FALSE,0.345916405902521
"The anchorman told the news.","2",6.75,"Plausible","human",0.958333333333333,5.673323267,11.44408972,11.27020325,9.739968123,-1.99019292408461,0.86200857031588,-0.697987270849221,-0.388360345205546,"DTFit","active","DTFit",FALSE,0.958333333333333
