"Metric","Experiment","Parameter","Estimate","Std..Error","df","t.value","pVal","Category","pValAdjusted","pLabel","pValFinal"
"human","DTFit","(Intercept)",0.817183256975383,0.00727063805429581,789.964466831817,112.394985264403,0,"human",0,"***","<0.001"
"human","DTFit","PlausibilityImplausible",-0.554601068102174,0.0102936176993083,401.132105754181,-53.8781489951234,9.1083041871943e-186,"human",1.82166083743886e-185,"***","<0.001"
"human","DTFit","agent_freq_norm",-0.00419184256885201,0.00838777616333431,395.460607058125,-0.499756131687909,0.617524746352814,"human",0.617524746352814,"","0.618"
"human","DTFit","patient_freq_norm",0.00369427997382805,0.00783126518800379,591.754804191134,0.471734756152439,0.637290011210795,"human",0.637290011210795,"","0.637"
"human","DTFit","verb_freq_norm",-0.00247807915662917,0.00569204904685727,395.453130810202,-0.435358011891585,0.663540097579941,"human",0.663540097579941,"","0.664"
"human","DTFit","sentence_freq_norm",-0.00615217836485229,0.0104678059021627,394.719346188686,-0.587723771567181,0.557053787219375,"human",0.557053787219375,"","0.557"
"human","DTFit","cNumTokens",0.21943689457196,0.145109257561608,789.958977137412,1.5122184363654,0.130878233146131,"human",0.130878233146131,"","0.131"
"human","EventsRev","(Intercept)",0.938286213181045,0.0176076234256001,75.9999999976248,53.2886347294803,5.97724321760158e-62,"human",5.97724321760158e-62,"***","<0.001"
"human","EventsRev","PlausibilityImplausible",-0.760529848081494,0.0249358913490172,75.9999999977936,-30.4994049515486,2.21509610848935e-44,"human",2.21509610848935e-44,"***","<0.001"
"human","EventsRev","agent_freq_norm",0.0478971631998378,0.017783656994146,75.9999999988663,2.69332473155576,0.008700529010692,"human",0.017401058021384,"*","0.017"
"human","EventsRev","patient_freq_norm",0.0339635644515045,0.0189047779721486,75.999999998398,1.79655981686435,0.0763789984643914,"human",0.152757996928783,"","0.153"
"human","EventsRev","verb_freq_norm",0.0173915771605658,0.0132731431084875,75.9999999985854,1.31028325532365,0.194046324338254,"human",0.388092648676508,"","0.388"
"human","EventsRev","sentence_freq_norm",-0.0163163092516297,0.0228981908510911,75.999999998456,-0.712558881080868,0.478300755789629,"human",0.557053787219375,"","0.557"
"human","EventsRev","cNumTokens",0.0189718999670588,0.0121406925865516,75.9999999981767,1.56267031981967,0.122284848614048,"human",0.130878233146131,"","0.131"
"MPT-30b","DTFit","(Intercept)",0.665082059038548,0.00625887124326155,601.077032784027,106.262300850907,0,"baselines",0,"***","<0.001"
"MPT-30b","DTFit","PlausibilityImplausible",-0.182668549146798,0.00591096029120803,397.343755397421,-30.9033625921155,9.96208525403246e-108,"baselines",9.96208525403246e-107,"***","<0.001"
"MPT-30b","DTFit","agent_freq_norm",0.0111104085553685,0.00926298529910275,424.421819262961,1.19944145398187,0.231025506355322,"baselines",0.288781882944153,"","0.289"
"MPT-30b","DTFit","patient_freq_norm",0.00942794336437298,0.00731759465787739,610.613285372329,1.2883937694231,0.198096897375543,"baselines",0.247621121719429,"","0.248"
"MPT-30b","DTFit","verb_freq_norm",-0.00970816711779855,0.0061015585319672,397.621465938308,-1.59109628579906,0.1123825949505,"baselines",0.237726746316194,"","0.238"
"MPT-30b","DTFit","sentence_freq_norm",0.0224060692537647,0.0111581773779116,414.629330822001,2.00804024661941,0.045287170166604,"baselines",0.19810542379748,"","0.198"
"MPT-30b","DTFit","cNumTokens",-0.0157346771755381,0.00787187549082038,750.996064650281,-1.99884731331013,0.0459848541064759,"baselines",0.0510942823405288,"","0.051"
"MPT-30b","EventsRev","(Intercept)",0.558375806459758,0.0231508100808619,56.7063173234351,24.1190612557161,1.69727919872796e-31,"baselines",2.8287986645466e-31,"***","<0.001"
"MPT-30b","EventsRev","PlausibilityImplausible",-0.145608158343141,0.0212211489013574,38.1094517866108,-6.86146442965808,3.73397222817402e-08,"baselines",6.22328704695669e-08,"***","<0.001"
"MPT-30b","EventsRev","agent_freq_norm",0.0504629509332543,0.0265837725719563,50.2380518786043,1.89826145994374,0.06341384035844,"baselines",0.105823663515023,"","0.106"
"MPT-30b","EventsRev","patient_freq_norm",0.0781166359251273,0.0269197155786225,53.9027358782388,2.90183734285667,0.0053625578719689,"baselines",0.0195271279042722,"*","0.02"
"MPT-30b","EventsRev","verb_freq_norm",0.0225499364359592,0.0219152585595195,38.0330421116522,1.0289605470415,0.309997841770693,"baselines",0.344442046411882,"","0.344"
"MPT-30b","EventsRev","sentence_freq_norm",0.0277384167774366,0.0359749198916071,40.7999141813047,0.771048743430501,0.44512059051357,"baselines",0.773266793655265,"","0.773"
"MPT-30b","EventsRev","cNumTokens",-0.036662501315063,0.0124196326068127,38.1245820822936,-2.95197953721691,0.00537857745294717,"baselines",0.00672322181618396,"**","0.007"
"GPT-J","DTFit","(Intercept)",0.654794988736358,0.00630947463339046,607.261402289305,103.779637257135,0,"baselines",0,"***","<0.001"
"GPT-J","DTFit","PlausibilityImplausible",-0.150191322942326,0.00601992374436714,399.566338637455,-24.9490407719633,1.66768671208362e-83,"baselines",8.33843356041809e-83,"***","<0.001"
"GPT-J","DTFit","agent_freq_norm",0.0143844186876029,0.00916563401921342,417.323362183665,1.56938610656389,0.117315870897844,"baselines",0.167594101282634,"","0.168"
"GPT-J","DTFit","patient_freq_norm",0.0141161586556459,0.00734642037949159,615.09188319726,1.92150161935367,0.0551302650235756,"baselines",0.0918837750392928,"","0.092"
"GPT-J","DTFit","verb_freq_norm",-0.00893439904610674,0.00612706631359483,399.030803027525,-1.45818546573961,0.145576035483761,"baselines",0.237726746316194,"","0.238"
"GPT-J","DTFit","sentence_freq_norm",0.0212052341722609,0.011218782639863,416.315996612488,1.89015464983818,0.0594316271392441,"baselines",0.19810542379748,"","0.198"
"GPT-J","DTFit","cNumTokens",-0.0379527730759691,0.00809147919888596,760.517312046392,-4.6904616749425,3.23141478689198e-06,"baselines",1.07713826229733e-05,"***","<0.001"
"GPT-J","EventsRev","(Intercept)",0.544095739088994,0.0278312282335784,54.1382551688584,19.5498285064021,3.37060273123141e-26,"baselines",3.37060273123141e-26,"***","<0.001"
"GPT-J","EventsRev","PlausibilityImplausible",-0.139398148631848,0.0238492561484447,38.1978024321182,-5.84496840338304,9.12698105646572e-07,"baselines",9.12698105646572e-07,"***","<0.001"
"GPT-J","EventsRev","agent_freq_norm",0.0825332366675474,0.0323474150138635,50.2615985019851,2.55146312718266,0.0138152616829545,"baselines",0.0345381542073862,"*","0.035"
"GPT-J","EventsRev","patient_freq_norm",0.0718454756252296,0.0326664625045011,53.5057944762316,2.19936504037834,0.0321939641977304,"baselines",0.0643879283954609,"","0.064"
"GPT-J","EventsRev","verb_freq_norm",0.0464575023056115,0.0268444466493134,38.0996751451844,1.73061873513417,0.0916129652594806,"baselines",0.237726746316194,"","0.238"
"GPT-J","EventsRev","sentence_freq_norm",0.00541032173179264,0.0442709386326508,41.4023518271795,0.122209329616572,0.903324511988377,"baselines",0.958295402356095,"","0.958"
"GPT-J","EventsRev","cNumTokens",-0.0586746158405563,0.0175467763177852,38.2857134584141,-3.3438971796252,0.00185712631554224,"baselines",0.00309521052590373,"**","0.003"
"GPT-2","DTFit","(Intercept)",0.622679506037764,0.0065341250824668,613.216047648004,95.2965390437072,0,"baselines",0,"***","<0.001"
"GPT-2","DTFit","PlausibilityImplausible",-0.142810779715919,0.00631181260839025,399.900723399142,-22.62595368026,1.41320718861746e-73,"baselines",3.53301797154366e-73,"***","<0.001"
"GPT-2","DTFit","agent_freq_norm",0.00173698372387515,0.00946117776907811,417.119169359209,0.183590644449375,0.854423813223504,"baselines",0.938080729469737,"","0.938"
"GPT-2","DTFit","patient_freq_norm",0.00518309092050975,0.00760865072728849,616.332379495717,0.681210257414044,0.495994319305863,"baselines",0.551104799228737,"","0.551"
"GPT-2","DTFit","verb_freq_norm",-0.0163414394310923,0.00632236503562955,399.197545773621,-2.58470356251189,0.0101002747899833,"baselines",0.101002747899833,"","0.101"
"GPT-2","DTFit","sentence_freq_norm",0.0357509863360079,0.0115802825383985,415.929443717307,3.08722919475089,0.00215555457317914,"baselines",0.0215555457317914,"*","0.022"
"GPT-2","DTFit","cNumTokens",-0.038504615965972,0.0084024934186124,755.942229992235,-4.58252259748043,5.37310089007808e-06,"baselines",1.23790553714542e-05,"***","<0.001"
"GPT-2","EventsRev","(Intercept)",0.606778737424378,0.0229139336460386,46.4007691106187,26.4807757060638,1.18308768286952e-29,"baselines",1.69012526124217e-29,"***","<0.001"
"GPT-2","EventsRev","PlausibilityImplausible",-0.09665567276941,0.0149778146874009,37.8931113593763,-6.45325601809688,1.3799291105858e-07,"baselines",1.97132730083686e-07,"***","<0.001"
"GPT-2","EventsRev","agent_freq_norm",0.077765902243805,0.0265249276221332,52.8307093937485,2.93180450298061,0.00497136449218726,"baselines",0.0165712149739575,"*","0.017"
"GPT-2","EventsRev","patient_freq_norm",0.0761884330300963,0.0265669337127481,54.7596378118641,2.86779173892911,0.00585813837128167,"baselines",0.0195271279042722,"*","0.02"
"GPT-2","EventsRev","verb_freq_norm",0.0274966693538814,0.0230966286124016,37.7301150032579,1.19050575801861,0.241284288941309,"baselines",0.301605361176637,"","0.302"
"GPT-2","EventsRev","sentence_freq_norm",-0.00196879071268121,0.037433177112168,43.5265058621376,-0.0525948066545823,0.958295402356095,"baselines",0.958295402356095,"","0.958"
"GPT-2","EventsRev","cNumTokens",-0.0479729646305934,0.0150815543258575,38.0418517852486,-3.18090321422262,0.00291960853027567,"baselines",0.00417086932896524,"**","0.004"
"RoBERTa","DTFit","(Intercept)",0.695577433421444,0.00625178897441649,710.769530740057,111.260542585151,0,"baselines",0,"***","<0.001"
"RoBERTa","DTFit","PlausibilityImplausible",-0.175211276609662,0.00724838417905873,400.485963586832,-24.1724599967899,2.9271402290459e-80,"baselines",9.75713409681967e-80,"***","<0.001"
"RoBERTa","DTFit","agent_freq_norm",0.0157697713152209,0.00847493560006246,410.205639098201,1.86075411771916,0.0634941981090135,"baselines",0.105823663515023,"","0.106"
"RoBERTa","DTFit","patient_freq_norm",0.0130676061000314,0.00720402172459501,622.84432830483,1.81393207844136,0.0701692460406403,"baselines",0.100241780058058,"","0.1"
"RoBERTa","DTFit","verb_freq_norm",-0.00344967115410358,0.00563627903229284,397.616643115716,-0.612047617646114,0.540856073473364,"baselines",0.540856073473364,"","0.541"
"RoBERTa","DTFit","sentence_freq_norm",-0.00551589080380807,0.0103661549542925,407.422924055966,-0.532105764203727,0.594942781965689,"baselines",0.800318635054082,"","0.8"
"RoBERTa","DTFit","cNumTokens",-0.0559197515376195,0.00815319894444854,661.734014074859,-6.85862713747404,1.59825877593378e-11,"baselines",7.99129387966891e-11,"***","<0.001"
"RoBERTa","EventsRev","(Intercept)",0.627986019282723,0.0246907630077706,47.8464900376745,25.4340466953202,1.89014039153234e-29,"baselines",2.36267548941542e-29,"***","<0.001"
"RoBERTa","EventsRev","PlausibilityImplausible",-0.102541079768662,0.0171228442460446,38.0747907815263,-5.98855413827343,5.86025959934319e-07,"baselines",6.62851137556621e-07,"***","<0.001"
"RoBERTa","EventsRev","agent_freq_norm",0.120023459650036,0.028688124980756,52.0078086740552,4.18373315546233,0.000110603918922818,"baselines",0.00110603918922818,"**","0.001"
"RoBERTa","EventsRev","patient_freq_norm",0.122313589353625,0.0287733904930088,54.1592178289859,4.25092723721052,8.45478247001436e-05,"baselines",0.000845478247001436,"***","<0.001"
"RoBERTa","EventsRev","verb_freq_norm",0.0376814223088683,0.0247054476044503,37.9241490060247,1.52522726615488,0.135499539216467,"baselines",0.237726746316194,"","0.238"
"RoBERTa","EventsRev","sentence_freq_norm",-0.0297201590784512,0.0402207281811851,43.0665535856046,-0.738926429789354,0.463960076193159,"baselines",0.773266793655265,"","0.773"
"RoBERTa","EventsRev","cNumTokens",-0.00288295256472132,0.016136277363376,38.2087153427131,-0.178662804301113,0.859146463335598,"baselines",0.859146463335598,"","0.859"
"BERT","DTFit","(Intercept)",0.67006469522463,0.0051905799086651,735.226101594181,129.092453447452,0,"baselines",0,"***","<0.001"
"BERT","DTFit","PlausibilityImplausible",-0.131024687393873,0.00628448916509475,401.530207679743,-20.848900197268,5.99843365158588e-66,"baselines",1.19968673031718e-65,"***","<0.001"
"BERT","DTFit","agent_freq_norm",0.000530371121184258,0.00682321981032768,407.394441914394,0.0777303290715454,0.938080729469737,"baselines",0.938080729469737,"","0.938"
"BERT","DTFit","patient_freq_norm",0.00282529295424957,0.00594980515417934,622.416883460044,0.474854702135075,0.635057110737816,"baselines",0.635057110737816,"","0.635"
