"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","Category","pValAdjusted","pLabel","pValFinal"
"human","(Intercept)",0.816997703572815,0.00728013652730556,789.949780301803,112.222854682533,0,"human",0,"***","<0.001"
"human","PlausibilityImplausible",-0.554218218935783,0.0102979375056173,400.945061092929,-53.8183707789518,1.51137367857368e-185,"human",1.51137367857368e-185,"***","<0.001"
"human","agent_freq_norm",-0.00462530488696716,0.00840111932852784,397.734170262549,-0.550558170416759,0.582245672967151,"human",0.582245672967151,"","0.582"
"human","patient_freq_norm",0.0023685265297871,0.00779742260494278,593.457565709836,0.303757619637762,0.761419023036111,"human",0.761419023036111,"","0.761"
"human","verb_freq_norm",-0.00278995975031964,0.00570066846727873,396.727899997416,-0.489409227414948,0.624822483892002,"human",0.624822483892002,"","0.625"
"human","sentence_freq_norm",-0.00496230042070692,0.0104609408560199,399.789464921762,-0.474364637847207,0.635498891978622,"human",0.635498891978622,"","0.635"
"RoBERTa-large","(Intercept)",0.695832283444605,0.00784302396266682,653.578566573159,88.7198976768145,0,"baselines",0,"***","<0.001"
"RoBERTa-large","PlausibilityImplausible",-0.175965800485017,0.00820443574377741,400.543672039372,-21.4476419805562,1.66107671076429e-68,"baselines",6.64430684305714e-68,"***","<0.001"
"RoBERTa-large","agent_freq_norm",-0.0194275578953361,0.0108716012652713,404.216361258375,-1.78700059184439,0.0746865946043616,"baselines",0.171758083761201,"","0.172"
"RoBERTa-large","patient_freq_norm",-0.00767312889218816,0.00903521688346475,617.712481408855,-0.849246785235523,0.396072986296037,"baselines",0.452654841481185,"","0.453"
"RoBERTa-large","verb_freq_norm",-0.00706622169111459,0.00738983635826788,398.823783890493,-0.956208141633445,0.339546329424159,"baselines",0.388052947913325,"","0.388"
"RoBERTa-large","sentence_freq_norm",-0.0235954813156673,0.0135074534223255,409.968291762268,-1.7468489861063,0.0814123890850005,"baselines",0.217099704226668,"","0.217"
"BERT-large","(Intercept)",0.708379430479799,0.00712259495719637,659.281431350359,99.4552455582333,0,"baselines",0,"***","<0.001"
"BERT-large","PlausibilityImplausible",-0.146044603907574,0.00752822470956632,400.858857568302,-19.3996074163396,1.33156100573539e-59,"baselines",2.66312201147077e-59,"***","<0.001"
"BERT-large","agent_freq_norm",-0.0267918308681738,0.00983569731357088,404.205079391746,-2.72393812192731,0.00673062769075955,"baselines",0.0269225107630382,"*","0.027"
"BERT-large","patient_freq_norm",-0.0150150318004888,0.00820077364029706,618.431981166452,-1.83092869759358,0.0675921726144257,"baselines",0.108147476183081,"","0.108"
"BERT-large","verb_freq_norm",-0.00781567394145094,0.00668505962551817,399.014476919629,-1.16912553952653,0.24305100342885,"baselines",0.3240680045718,"","0.324"
"BERT-large","sentence_freq_norm",-0.00674100741882552,0.0122216160629527,409.787065970098,-0.551564325380791,0.581547516581086,"baselines",0.834156071330856,"","0.834"
