"Metric","Experiment","Parameter","Estimate","Std..Error","df","t.value","pVal","Category","pValAdjusted","pLabel","pValFinal"
"human","EventsAdapt","(Intercept)",0.856501810539005,0.00937225156748121,384.670453663051,91.3869846932833,5.84553844623816e-263,"human",5.84553844623816e-263,"***","<0.001"
"human","EventsAdapt","PlausibilityImplausible",-0.386853210411573,0.0158291143151243,390.101843654544,-24.43934655535,1.11927016385763e-80,"human",1.11927016385763e-80,"***","<0.001"
"human","EventsAdapt","TrialTypeAAR",-0.0703445516315951,0.0131475283880441,385.887635653339,-5.35040119750295,1.50793544619155e-07,"human",1.50793544619155e-07,"***","<0.001"
"human","EventsAdapt","TrialTypeAI",0.0190904045207285,0.0138489281872853,408.208883874366,1.37847523379141,0.168811594831271,"human",0.168811594831271,"","0.169"
"human","EventsAdapt","VoiceA>P",0.0118139688556891,0.0316141421250347,466.72017663354,0.373692533201267,0.708802770167984,"human",0.708802770167984,"","0.709"
"human","EventsAdapt","agent_freq_norm",0.0056738570542487,0.00665268683916147,1033.15209100771,0.852866998165188,0.39393073590905,"human",0.39393073590905,"","0.394"
"human","EventsAdapt","patient_freq_norm",0.00435348413438473,0.00665402681419045,1034.22052779291,0.654263088495593,0.513087780296402,"human",0.513087780296402,"","0.513"
"human","EventsAdapt","verb_freq_norm",0.00682844093651792,0.00470623716756173,428.152789625343,1.45093430131055,0.147530395755833,"human",0.147530395755833,"","0.148"
"human","EventsAdapt","sentence_freq_norm",-0.00534500967977549,0.00778316441087703,1071.41984060343,-0.68673991677547,0.492395238768199,"human",0.492395238768199,"","0.492"
"human","EventsAdapt","cNumTokens",0.0119040159856291,0.0164865685623587,475.462119911713,0.722043276659021,0.470622822371558,"human",0.470622822371558,"","0.471"
"human","EventsAdapt","PlausibilityImplausible:TrialTypeAAR",0.382002498240226,0.0221877577366053,390.185139764851,17.2168140095562,8.02305932747641e-50,"human",8.02305932747641e-50,"***","<0.001"
"human","EventsAdapt","PlausibilityImplausible:TrialTypeAI",-0.36987035290981,0.0232191678676097,395.044187092963,-15.9295266315626,1.76672232433659e-44,"human",1.76672232433659e-44,"***","<0.001"
"human","EventsAdapt","PlausibilityImplausible:VoiceA>P",0.0189042405279049,0.0109228199294917,781.893155239883,1.73071062692,0.0838979167094035,"human",0.0838979167094035,"","0.084"
"human","EventsAdapt","TrialTypeAAR:VoiceA>P",0.0142932301367166,0.010835013744182,783.900015515121,1.31917046661722,0.187497322261838,"human",0.187497322261838,"","0.187"
"human","EventsAdapt","TrialTypeAI:VoiceA>P",0.0284618326099999,0.0110009630516367,789.60403590328,2.58721281731469,0.0098532268869981,"human",0.0098532268869981,"**","0.01"
"human","EventsAdapt","PlausibilityImplausible:TrialTypeAAR:VoiceA>P",-0.0246614767874024,0.0153024246300408,781.893155282778,-1.61160583264619,0.10745129818811,"human",0.10745129818811,"","0.107"
"human","EventsAdapt","PlausibilityImplausible:TrialTypeAI:VoiceA>P",-0.0740439525448104,0.0154773409905189,781.893155237412,-4.78402282344029,2.05393290575234e-06,"human",2.05393290575234e-06,"***","<0.001"
"MPT-30b","EventsAdapt","(Intercept)",0.571895295426194,0.0108118858519441,388.451025261729,52.8950548736475,1.32307212267415e-179,"baselines",1.65384015334269e-179,"***","<0.001"
"MPT-30b","EventsAdapt","PlausibilityImplausible",-0.079921091611285,0.0054800334260311,390.144983343648,-14.5840518475026,9.25337597653997e-39,"baselines",4.62668798826998e-38,"***","<0.001"
"MPT-30b","EventsAdapt","TrialTypeAAR",-0.0779680349935064,0.0151283680817982,389.182761605201,-5.1537637484716,4.06900984507553e-07,"baselines",2.03450492253777e-06,"***","<0.001"
"MPT-30b","EventsAdapt","TrialTypeAI",0.02513125161901,0.0156526715698526,399.307310013292,1.60555669406707,0.109161863138986,"baselines",0.136452328923733,"","0.136"
