"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","pValAdjusted","pLabel","pValFinal"
"human","(Intercept)",0.935818243903274,0.0178903553226596,75.9999999982892,52.3085331188466,2.36135922327113e-61,2.83363106792536e-60,"***","<0.001"
"human","PlausibilityImplausible",-0.759431970836125,0.0253534138187922,75.9999999985203,-29.953834866736,7.87010270639677e-44,9.44412324767612e-43,"***","<0.001"
"human","agent_freq_norm",0.0451412230938267,0.0179873199062787,75.9999999975632,2.50961362387676,0.0142140697370503,0.0389553846425766,"*","0.039"
"human","patient_freq_norm",0.0332015035520606,0.0191834518041859,75.9999999978642,1.73073667299103,0.0875571397552555,0.175114279510511,"","0.175"
"human","verb_freq_norm",0.0181693515254672,0.013460072410827,75.9999999982558,1.34987026599145,0.181064471569954,0.478686861701519,"","0.479"
"human","sentence_freq_norm",-0.00507463515620027,0.0220895310012444,75.9999999984628,-0.229730325913864,0.818918500468889,0.818918500468889,"","0.819"
"BERT-large.l2r","(Intercept)",0.609385311134388,0.0364353828759335,70.7980100684907,16.7250969534041,2.6989332469505e-26,6.47743979268121e-26,"***","<0.001"
"BERT-large.l2r","PlausibilityImplausible",-0.00764606403520809,0.0440670110679348,38.0435335681994,-0.173509930669469,0.863170568651808,0.863170568651808,"","0.863"
"BERT-large.l2r","agent_freq_norm",-0.00507209979531493,0.0389492511118148,54.0356376680004,-0.130223294428795,0.896873345513075,0.896873345513075,"","0.897"
"BERT-large.l2r","patient_freq_norm",-0.00442756814693684,0.0405304207192421,61.5205608917576,-0.109240616513877,0.913367192157436,0.913367192157436,"","0.913"
"BERT-large.l2r","verb_freq_norm",-0.0111254860296627,0.0309188274373114,38.0418768539998,-0.359828847074485,0.720965106985083,0.870647683187827,"","0.871"
"BERT-large.l2r","sentence_freq_norm",0.0140690064372757,0.0504791506891483,39.6119317023996,0.278709254121824,0.781917834931571,0.818918500468889,"","0.819"
"BERT-large.plast","(Intercept)",0.634350400397231,0.0372562520324882,72.5580539241185,17.0266831951873,4.71298512774144e-27,1.41389553832243e-26,"***","<0.001"
"BERT-large.plast","PlausibilityImplausible",-0.053995293681013,0.0467232430203802,37.7211115052332,-1.15564096562092,0.255095708168809,0.379979922354454,"","0.38"
"BERT-large.plast","agent_freq_norm",0.0656589470129706,0.0393847447034093,54.9192696811564,1.66711622755008,0.101184815301602,0.173459683374175,"","0.173"
"BERT-large.plast","patient_freq_norm",0.125883677695897,0.0411723679824587,62.9371840491673,3.05747966086209,0.00327481432955067,0.00982444298865202,"**","0.01"
"BERT-large.plast","verb_freq_norm",-0.0108633449831151,0.0309264987036359,37.7300251821524,-0.351263332044694,0.727344819958179,0.870647683187827,"","0.871"
"BERT-large.plast","sentence_freq_norm",-0.0561368238825293,0.0505498455408402,39.225757870501,-1.11052414269348,0.27353451019635,0.656482824471241,"","0.656"
"BERT-large.PLL","(Intercept)",0.471698945794062,0.0314910859240874,44.2642378405397,14.9788085088949,6.05436130823136e-19,7.26523356987763e-19,"***","<0.001"
"BERT-large.PLL","PlausibilityImplausible",-0.0565951819215417,0.0175861023351029,38.4438541351744,-3.21817653753637,0.00262069552886933,0.0062896692692864,"**","0.006"
"BERT-large.PLL","agent_freq_norm",0.0119695919498133,0.0348580495760966,55.9747603886576,0.343381000812542,0.732598266907346,0.799198109353468,"","0.799"
"BERT-large.PLL","patient_freq_norm",0.01079164224155,0.0348595401367073,57.6217676650874,0.309575002975622,0.758000927555412,0.826910102787722,"","0.827"
"BERT-large.PLL","verb_freq_norm",0.0352592329329541,0.0321354299139188,38.283964678471,1.09720744447493,0.279404252504509,0.478686861701519,"","0.479"
"BERT-large.PLL","sentence_freq_norm",0.0924191533978561,0.0503114946458681,45.4198442920766,1.83693913385748,0.0727674035173312,0.218302210551994,"","0.218"
