"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","Category","pValAdjusted","pLabel","pValFinal"
"human","(Intercept)",0.817229476607663,0.00725424301415034,793.922412496031,112.655376310602,0,"human",0,"***","<0.001"
"human","PlausibilityImplausible",-0.554368692929851,0.010253202074269,403.00905378245,-54.0678598660483,8.26702055974832e-187,"human",8.26702055974832e-187,"***","<0.001"
"human","agent_freq_norm",-0.00502237202950088,0.00839632288449082,399.693806155411,-0.5981632791633,0.55006977830298,"human",0.55006977830298,"","0.55"
"human","patient_freq_norm",0.00208259545302503,0.00777021875607894,596.728406994925,0.268022756939209,0.788774422604754,"human",0.788774422604754,"","0.789"
"human","verb_freq_norm",-0.00296908371400796,0.00568856461516225,398.755434319098,-0.521938997773566,0.602002603142538,"human",0.602002603142538,"","0.602"
"human","sentence_freq_norm",-0.00460370724962665,0.0104348453413979,401.736048736078,-0.441185959063763,0.659315718887873,"human",0.659315718887873,"","0.659"
"GPT2-xl.l2r","(Intercept)",0.621610369303483,0.00665520187288686,622.926925804729,93.4021809069247,0,"LLMs",0,"***","<0.001"
"GPT2-xl.l2r","PlausibilityImplausible",-0.14279169923298,0.00651553099803067,402.446955339111,-21.9155889636837,1.22572964806046e-70,"LLMs",3.67718894418139e-70,"***","<0.001"
"GPT2-xl.l2r","agent_freq_norm",0.0103382465095985,0.00944722300765154,408.304443327928,1.09431591709282,0.274461585633661,"LLMs",0.406008938857887,"","0.406"
"GPT2-xl.l2r","patient_freq_norm",0.01225337349128,0.00767820936378855,615.719169454079,1.5958634247548,0.111032392293676,"LLMs",0.111032392293676,"","0.111"
"GPT2-xl.l2r","verb_freq_norm",-0.0147972177729871,0.00641568889054398,401.521079476349,-2.30641136523883,0.0215961157041921,"LLMs",0.0471449244323145,"*","0.047"
"GPT2-xl.l2r","sentence_freq_norm",0.0382652415130189,0.0117074329959829,415.20356861887,3.26845701582477,0.00117133160283578,"LLMs",0.00351399480850734,"**","0.004"
"BERT-large.plast","(Intercept)",0.805388584784215,0.00718904747746191,791.941064277364,112.02994378729,0,"LLMs",0,"***","<0.001"
"BERT-large.plast","PlausibilityImplausible",-0.188884672632,0.00994868329556859,402.930397306184,-18.9858966277612,7.08548589180682e-58,"LLMs",7.08548589180682e-58,"***","<0.001"
"BERT-large.plast","agent_freq_norm",-0.0164148034933656,0.0084891282661934,399.896136601757,-1.93362651365923,0.0538644748960604,"LLMs",0.161593424688181,"","0.162"
"BERT-large.plast","patient_freq_norm",-0.0182920786012572,0.00778725796677462,601.969426727507,-2.34897555459223,0.0191474877422473,"LLMs",0.0574424632267419,"","0.057"
"BERT-large.plast","verb_freq_norm",-0.0124192210123265,0.00575175321871126,398.745659055628,-2.15920616550881,0.031429949621543,"LLMs",0.0471449244323145,"*","0.047"
"BERT-large.plast","sentence_freq_norm",0.0105438067125487,0.0105490141082118,402.126206192742,0.999506361863795,0.31815051604771,"LLMs",0.477225774071564,"","0.477"
"RoBERTa-large.plast","(Intercept)",0.77560132117508,0.00806768238247954,791.497051674705,96.1368190274126,0,"LLMs",0,"***","<0.001"
"RoBERTa-large.plast","PlausibilityImplausible",-0.231170969526779,0.011132955753632,403.944045036406,-20.7645637549005,1.0824984099549e-65,"LLMs",1.62374761493235e-65,"***","<0.001"
"RoBERTa-large.plast","agent_freq_norm",-0.00794476323772231,0.00955112701652401,400.950581361512,-0.831814216686408,0.406008938857887,"LLMs",0.406008938857887,"","0.406"
"RoBERTa-large.plast","patient_freq_norm",-0.0147027227476996,0.0087512011772528,603.36893726686,-1.68008053407762,0.0934592734713345,"LLMs",0.111032392293676,"","0.111"
"RoBERTa-large.plast","verb_freq_norm",-0.00793863652521102,0.00647135510103719,399.770497232911,-1.22673480303046,0.220644277703357,"LLMs",0.220644277703357,"","0.221"
"RoBERTa-large.plast","sentence_freq_norm",0.00104066814551412,0.0118685253553491,403.20642686694,0.0876830199503333,0.93017214579394,"LLMs",0.93017214579394,"","0.93"
