"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","pValAdjusted","pLabel","pValFinal"
"RoBERTa-large.pverb","(Intercept)",0.716511786318557,0.00733096042814556,585.387817357106,97.7377784727459,0,0,"***","<0.001"
"RoBERTa-large.pverb","PlausibilityImplausible",-0.0348978309934255,0.00663691452660263,400.102065361949,-5.25814079020382,2.37447708686351e-07,3.54128323916986e-07,"***","<0.001"
"RoBERTa-large.pverb","agent_freq_norm",-0.0387479051505605,0.0106171604121452,408.711459587893,-3.64955446149576,0.000296742873486137,0.00178045724091682,"**","0.002"
"RoBERTa-large.pverb","patient_freq_norm",-0.0403803914125208,0.00844570841363257,606.139236491102,-4.78117280811414,2.19006535351837e-06,6.5701960605551e-06,"***","<0.001"
"RoBERTa-large.pverb","verb_freq_norm",-0.0087809515020376,0.00725215358769017,399.982181753275,-1.2108060586227,0.226684691284264,0.340027036926395,"","0.34"
"RoBERTa-large.pverb","sentence_freq_norm",0.0597069411117036,0.0131387210702533,417.282747202193,4.54434954455977,7.22650071692051e-06,2.16795021507615e-05,"***","<0.001"
"tinyLSTM.surprisal","(Intercept)",0.546812875877802,0.0066898790869164,541.205093080092,81.7373331824817,1.09862443087477e-306,1.31834931704972e-306,"***","<0.001"
"tinyLSTM.surprisal","PlausibilityImplausible",-0.0281442709935438,0.00537485763428699,399.16964443638,-5.23628213220151,2.6559624293774e-07,3.54128323916986e-07,"***","<0.001"
"tinyLSTM.surprisal","agent_freq_norm",0.0056268178036988,0.00992190895090046,413.078308326747,0.567110405018194,0.570947215137327,0.761262953516435,"","0.761"
"tinyLSTM.surprisal","patient_freq_norm",0.0155738906014007,0.00766661245751341,592.523040349052,2.03139139844457,0.0426610928393974,0.0731333020103955,"","0.073"
"tinyLSTM.surprisal","verb_freq_norm",0.000929696133905388,0.00678997097086341,400.904402828124,0.136921960034119,0.891161214513751,0.891161214513751,"","0.891"
"tinyLSTM.surprisal","sentence_freq_norm",0.0559870204054393,0.0122566432130211,424.727317602857,4.56789183077143,6.46475323176451e-06,2.16795021507615e-05,"***","<0.001"
"RoBERTa-large.plast","(Intercept)",0.780032020030348,0.00663297320290342,791.632572425545,117.599151416579,0,0,"***","<0.001"
"RoBERTa-large.plast","PlausibilityImplausible",-0.166341404293793,0.00932042011507491,402.718706375496,-17.8469856766168,6.55313435703838e-53,1.57275224568921e-52,"***","<0.001"
"RoBERTa-large.plast","agent_freq_norm",0.000622272993340761,0.00771487064138369,399.231420392425,0.0806589017841464,0.935753639844079,0.959306481755543,"","0.959"
"RoBERTa-large.plast","patient_freq_norm",0.0721415414996824,0.0071237546644549,597.207459132924,10.1268986507416,2.37255527120042e-22,2.84706632544051e-21,"***","<0.001"
"RoBERTa-large.plast","verb_freq_norm",-0.00841203305005484,0.00525184568673704,398.113458748312,-1.60172890671531,0.110008698974358,0.1885863410989,"","0.189"
"RoBERTa-large.plast","sentence_freq_norm",-0.00402977683278461,0.00958352287254596,401.348558289727,-0.420490135660735,0.674352479401985,0.674352479401985,"","0.674"
"BERT-large.PLL","(Intercept)",0.506189332962179,0.00655943782891642,666.848717522504,77.1696212639915,0,0,"***","<0.001"
"BERT-large.PLL","PlausibilityImplausible",-0.0259927367953349,0.00702243785602869,400.396505600106,-3.70138366878112,0.000244445115437128,0.000293334138524553,"***","<0.001"
"BERT-large.PLL","agent_freq_norm",0.0120922131650158,0.00902651360629726,403.034383122269,1.33963274110392,0.181119646615978,0.310490822770248,"","0.31"
"BERT-large.PLL","patient_freq_norm",0.0341303322698538,0.00753826605610256,619.329433398755,4.52761046318122,7.15599428187375e-06,1.7174386276497e-05,"***","<0.001"
"BERT-large.PLL","verb_freq_norm",0.0180924145064545,0.00615416744084521,398.030706324578,2.93986386954231,0.00347504482773414,0.0208502689664049,"*","0.021"
"BERT-large.PLL","sentence_freq_norm",-0.031682206264384,0.0111911529821123,408.418996490712,-2.83100466189892,0.00486952312160936,0.00973904624321872,"**","0.01"
"BERT-large.pverb","(Intercept)",0.646279354843687,0.00849766414293224,662.065390812055,76.053765361063,0,0,"***","<0.001"
