"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","pValAdjusted","pLabel","pValFinal"
"human","(Intercept)",0.935818243903274,0.0178903553226596,75.9999999982892,52.3085331188466,2.36135922327113e-61,1.18067961163557e-60,"***","<0.001"
"human","PlausibilityImplausible",-0.759431970836125,0.0253534138187922,75.9999999985203,-29.953834866736,7.87010270639677e-44,3.93505135319839e-43,"***","<0.001"
"human","agent_freq_norm",0.0451412230938267,0.0179873199062787,75.9999999975632,2.50961362387676,0.0142140697370503,0.0355351743426258,"*","0.036"
"human","patient_freq_norm",0.0332015035520606,0.0191834518041859,75.9999999978642,1.73073667299103,0.0875571397552555,0.218892849388139,"","0.219"
"human","verb_freq_norm",0.0181693515254672,0.013460072410827,75.9999999982558,1.34987026599145,0.181064471569954,0.226330589462442,"","0.226"
"human","sentence_freq_norm",-0.00507463515620027,0.0220895310012444,75.9999999984628,-0.229730325913864,0.818918500468889,0.818918500468889,"","0.819"
"BERT-large.pverb","(Intercept)",0.698113547661021,0.0398741945061043,42.1255152329051,17.5079034525487,6.04389452068615e-21,7.55486815085769e-21,"***","<0.001"
"BERT-large.pverb","PlausibilityImplausible",-0.0824484527295925,0.0181157524577188,38.7018288684406,-4.55120221597324,5.16980387604273e-05,8.61633979340455e-05,"***","<0.001"
"BERT-large.pverb","agent_freq_norm",0.0235497462910707,0.0425183819183673,62.334075187423,0.553872119035121,0.58164789571555,0.58164789571555,"","0.582"
"BERT-large.pverb","patient_freq_norm",0.0412615391576383,0.0423912904991257,63.3831799487981,0.973349446827747,0.334079768964187,0.334079768964187,"","0.334"
"BERT-large.pverb","verb_freq_norm",0.0848287453356617,0.0412157685701281,38.5607657419003,2.05816240430714,0.0463785855386444,0.120804946685422,"","0.121"
"BERT-large.pverb","sentence_freq_norm",-0.0172244871941978,0.0630729429597631,48.9405195325528,-0.273088370161926,0.7859343825279,0.818918500468889,"","0.819"
"GPT2-XL.l2r","(Intercept)",0.59963301001311,0.0265499173710396,42.4439192629673,22.5851177475672,2.81362171842778e-25,7.03405429606945e-25,"***","<0.001"
"GPT2-XL.l2r","PlausibilityImplausible",-0.0915097306369906,0.0136323913794668,37.7117404365436,-6.71266897272502,6.26097752943172e-08,1.56524438235793e-07,"***","<0.001"
"GPT2-XL.l2r","agent_freq_norm",0.111368854422513,0.0290115736620667,57.73110100277,3.83877330198499,0.000309250599122594,0.00154625299561297,"**","0.002"
"GPT2-XL.l2r","patient_freq_norm",0.114967083051508,0.0289722949682876,59.1506749881191,3.96817315222519,0.000198423503223545,0.000992117516117724,"***","<0.001"
"GPT2-XL.l2r","verb_freq_norm",0.0275201963030916,0.0272571572053853,37.5521581669512,1.00965027628245,0.319124574467679,0.319124574467679,"","0.319"
"GPT2-XL.l2r","sentence_freq_norm",-0.0370417798456729,0.0423163679941106,45.9346899835495,-0.875353476716816,0.385935969725923,0.818918500468889,"","0.819"
"RoBERTa-large.pverb","(Intercept)",0.693062502694583,0.0376602671580999,41.4339746608685,18.4030160961171,1.49078835062549e-21,2.48464725104249e-21,"***","<0.001"
"RoBERTa-large.pverb","PlausibilityImplausible",-0.0702330685644184,0.0170105444981799,38.0577796212099,-4.12879602836542,0.000191959722744353,0.000239949653430441,"***","<0.001"
"RoBERTa-large.pverb","agent_freq_norm",0.0222773656909402,0.0401039985296268,62.1534641312637,0.555489888981589,0.580553638448485,0.58164789571555,"","0.582"
"RoBERTa-large.pverb","patient_freq_norm",0.0465601983432324,0.0399814041794156,63.2109773538886,1.16454635095593,0.248579023679597,0.334079768964187,"","0.334"
"RoBERTa-large.pverb","verb_freq_norm",0.0794479220460256,0.0389379676994669,37.9182145002509,2.04037156379667,0.0483219786741689,0.120804946685422,"","0.121"
"RoBERTa-large.pverb","sentence_freq_norm",-0.0281404173238674,0.0595423507505626,48.455660049826,-0.472611795959391,0.638612009469475,0.818918500468889,"","0.819"
"tinyLSTM.surprisal","(Intercept)",0.374034781974507,0.0346230817436259,40.736564060539,10.8030470754778,1.57339870557914e-13,1.57339870557914e-13,"***","<0.001"
"tinyLSTM.surprisal","PlausibilityImplausible",0.0138748727152266,0.0137657904380378,38.3922497647053,1.00792415645725,0.319801456465437,0.319801456465437,"","0.32"
"tinyLSTM.surprisal","agent_freq_norm",-0.0408757218983751,0.0356599197642567,66.9306481109817,-1.14626511132385,0.255767100509458,0.426278500849097,"","0.426"
"tinyLSTM.surprisal","patient_freq_norm",-0.0358027472087249,0.0355046540465025,67.6655686724812,-1.00839588978481,0.316856893861273,0.334079768964187,"","0.334"
"tinyLSTM.surprisal","verb_freq_norm",-0.0615266208984048,0.0359762638713435,38.3048721103168,-1.71020040097641,0.0953183894193937,0.158863982365656,"","0.159"
"tinyLSTM.surprisal","sentence_freq_norm",0.041363592093407,0.054021826403986,51.3597474321313,0.765682962735874,0.447369589956228,0.818918500468889,"","0.819"
