"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","Category","pValAdjusted","pLabel","pValFinal"
"human","(Intercept)",0.817229476607663,0.00725424301415034,793.922412496031,112.655376310602,0,"human",0,"***","<0.001"
"human","PlausibilityImplausible",-0.554368692929851,0.010253202074269,403.00905378245,-54.0678598660483,8.26702055974832e-187,"human",8.26702055974832e-187,"***","<0.001"
"human","agent_freq_norm",-0.00502237202950088,0.00839632288449082,399.693806155411,-0.5981632791633,0.55006977830298,"human",0.55006977830298,"","0.55"
"human","patient_freq_norm",0.00208259545302503,0.00777021875607894,596.728406994925,0.268022756939209,0.788774422604754,"human",0.788774422604754,"","0.789"
"human","verb_freq_norm",-0.00296908371400796,0.00568856461516225,398.755434319098,-0.521938997773566,0.602002603142538,"human",0.602002603142538,"","0.602"
"human","sentence_freq_norm",-0.00460370724962665,0.0104348453413979,401.736048736078,-0.441185959063763,0.659315718887873,"human",0.659315718887873,"","0.659"
"tinyLSTM","(Intercept)",0.567189595859372,0.0068939793566228,555.646664230886,82.273178743202,2.45282857225023e-313,"baselines",4.90565714450046e-313,"***","<0.001"
"tinyLSTM","PlausibilityImplausible",-0.0301752866481255,0.00576300001161478,399.925229420525,-5.23603792943087,2.65692821159785e-07,"baselines",3.54257094879713e-07,"***","<0.001"
"tinyLSTM","agent_freq_norm",0.00825988274073142,0.0101604891686861,412.19461725804,0.812941444412718,0.416720921906662,"baselines",0.505789272646568,"","0.506"
"tinyLSTM","patient_freq_norm",0.0191221137261189,0.00792406013661471,597.864227632498,2.41317120219234,0.0161141374742182,"baselines",0.0214855166322909,"*","0.021"
"tinyLSTM","verb_freq_norm",0.00356220134395847,0.00691491889745821,401.267100274636,0.515147234086559,0.606733800467859,"baselines",0.606733800467859,"","0.607"
"tinyLSTM","sentence_freq_norm",0.0518944426018797,0.0125653575896036,422.677823563364,4.12996146204516,4.37413743693153e-05,"baselines",8.74827487386306e-05,"***","<0.001"
"SDM","(Intercept)",0.615177388336547,0.00592765565631823,793.340860218382,103.780891469435,0,"baselines",0,"***","<0.001"
"SDM","PlausibilityImplausible",-0.153504212152978,0.00829777548167879,403.622374109092,-18.4994415059687,8.87449130332633e-56,"baselines",3.54979652133053e-55,"***","<0.001"
"SDM","agent_freq_norm",0.00501263850451405,0.00692533651774011,400.430832773834,0.723811542106807,0.469604072201181,"baselines",0.505789272646568,"","0.506"
"SDM","patient_freq_norm",0.0381189497054934,0.00638309068746665,599.689895375495,5.9718640345093,4.01953689670974e-09,"baselines",1.6078147586839e-08,"***","<0.001"
"SDM","verb_freq_norm",-0.0140707437269476,0.00469207277631551,399.397509195866,-2.99883322312761,0.00287973087316857,"baselines",0.0115189234926743,"*","0.012"
"SDM","sentence_freq_norm",-0.00248919131656908,0.00860629200998261,402.55768409039,-0.28922924224298,0.772554848943119,"baselines",0.861454885423023,"","0.861"
"thematicFit","(Intercept)",0.586352219674061,0.0138733733123469,645.963394664676,42.2645744818404,3.8909314143281e-188,"baselines",5.18790855243747e-188,"***","<0.001"
"thematicFit","PlausibilityImplausible",-0.157385531998957,0.0142191136133545,402.626377034908,-11.0685895252389,4.84970791535766e-25,"baselines",9.69941583071531e-25,"***","<0.001"
"thematicFit","agent_freq_norm",-0.0129265833029399,0.0194093201464381,406.90246828867,-0.66599876788122,0.505789272646568,"baselines",0.505789272646568,"","0.506"
"thematicFit","patient_freq_norm",0.0333191543408815,0.0159897134929932,619.230669425453,2.08378682679225,0.037589004051837,"baselines",0.037589004051837,"*","0.038"
"thematicFit","verb_freq_norm",-0.0161865593021949,0.0131747327554782,401.11306723611,-1.22860627252301,0.219939805970955,"baselines",0.29325307462794,"","0.293"
"thematicFit","sentence_freq_norm",-0.0042024350514121,0.0240646069579109,412.969647999114,-0.174631360435771,0.861454885423023,"baselines",0.861454885423023,"","0.861"
"syntax-PPMI","(Intercept)",0.304764929608242,0.0065442648216215,518.243608677807,46.5697733687875,2.44473465575441e-187,"baselines",2.44473465575441e-187,"***","<0.001"
"syntax-PPMI","PlausibilityImplausible",-0.0245550428297089,0.00482594045049301,400.58139490378,-5.08813630868578,5.56952074316426e-07,"baselines",5.56952074316426e-07,"***","<0.001"
"syntax-PPMI","agent_freq_norm",0.0116562794427894,0.00983402467603144,419.149627935162,1.18530101629696,0.236570014107169,"baselines",0.505789272646568,"","0.506"
"syntax-PPMI","patient_freq_norm",0.0294798246698726,0.00746177553145998,585.078322080289,3.95077881203759,8.74058607002779e-05,"baselines",0.000174811721400556,"***","<0.001"
"syntax-PPMI","verb_freq_norm",-0.015083993128456,0.00670852473822815,403.986736076746,-2.24848140493553,0.0250838584335147,"baselines",0.0501677168670293,"","0.05"
"syntax-PPMI","sentence_freq_norm",-0.084153474306329,0.0121352085778882,433.475547404715,-6.93465413191715,1.48638236463325e-11,"baselines",5.94552945853298e-11,"***","<0.001"
