0,The waiter mixed the cement.,The teacher gave the drug.,The chemist mixed the music.,The baker gathered the soldier.,The goalkeeper threw the bomb.,The cobbler sewed the parachute.,The mason fixed the bike.,The child lent the car.,The cat drank the coffee.,The waiter opened the sarcophagus.,The producer released the prisoner.,The waiter brought the guitar.,The government offered the drink.,The surfer rode the camel.,The hairstylist fixed the bike.,The soldier gathered the ball.,The archeologist examined the dog.,The fisherman sold the drug.,The professor opened the jail.,The sculptor taught the skydiving.,The farmer picked the killer.,The child opened the congress.,The horse moved the suitcase.,The sculptor taught the skydiving.,The professor opened the jail.,The waiter mixed the cement.,The surfer rode the camel.,The child lent the car.,The confectioner spread the cement.,The waiter poured the gasoline.,The nurse pushed the mower.,The surgeon examined the car.,The hairstylist sprayed the pesticide.,The goalkeeper threw the bomb.,The footballer kicked the vase.,The butcher sold the weapon.,The producer released the prisoner.,The child lent the car.,The sculptor taught the skydiving.,The hairstylist sprayed the pesticide.,The player touched the flower.,The mechanic assembled the art.,The goalkeeper threw the bomb.,The footballer kicked the vase.,The cat drank the coffee.,The mechanic spread the chocolate.,The footballer passed the knife.,The general won the toy.,The waiter prepared the bomb.,The surfer rode the camel.
1,The waiter fetched the ball.,The mechanic assembled the art.,The passenger bought the table.,The cook cleaned the window.,The businessman read the fable.,The skier gained the ball.,The child told the verdict.,The photographer used the stethoscope.,The soldier carried the ball.,The journalist wrote the song.,The sailor faced the wall.,The businessman read the fable.,The child cut the tree.,The hairstylist sprayed the pesticide.,The witness explained the equation.,The jockey rode the wave.,The carpenter fixed the shoe.,The soldier carried the ball.,The baker gathered the soldier.,The carpenter grabbed the ball.,The mason mixed the soup.,The player reached the moon.,The goalkeeper caught the fish.,The hostess explained the poem.,The dog carried the flag.,The photographer used the stethoscope.,The surfer rode the camel.,The surfer wore the tie.,The goalkeeper threw the bomb.,The chemist mixed the music.,The mechanic assembled the art.,The jockey rode the wave.,The baker gathered the soldier.,The singer performed the trick.,The gardener cut the fish.,The policeman examined the patient.,The climber used the blackboard.,The patient fought the fire.,The child cut the tree.,The child told the verdict.,The mason mixed the soup.,The surgeon examined the car.,The footballer kicked the vase.,The customer read the music.,The witness explained the equation.,The player reached the moon.,The goalkeeper caught the fish.,The child cut the tree.,The sculptor taught the skydiving.,The hairstylist sprayed the pesticide.
2,The singer recorded the recipe.,The painter painted the toenail.,The gardener decorated the book.,The surfer wore the tie.,The illustrator decorated the garden.,The student enjoyed the marriage.,The scientist reported the marriage.,The porter loaded the file.,The carpenter fixed the shoe.,The confectioner spread the cement.,The jockey rode the wave.,The archeologist examined the dog.,The burglar climbed the rock.,The farmer sold the drug.,The child told the verdict.,The truck hit the bag.,The singer performed the trick.,The animal found the map.,The child wrote the diagnosis.,The scientist reported the marriage.,The patient reported the crime.,The lumberjack cut the meat.,The surfer wore the tuxedo.,The waiter delivered the speech.,The receiver caught the wave.,The traveller handed the screwdriver.,The farmer sold the drug.,The surfer wore the tie.,The student enjoyed the marriage.,The gardener cut the fish.,The photographer used the stethoscope.,The usurer lent the toy.,The barber cut the cake.,The priest promised the promotion.,The waiter cut the hair.,The cheerleader shook the drink.,The musician played the soccer.,The climber used the blackboard.,The doctor offered the breakfast.,The surfer wore the tuxedo.,The waiter delivered the speech.,The jockey rode the wave.,The cook mixed the paint.,The patient reported the crime.,The cook checked the tire.,The illusionist performed the surgery.,The priest promised the promotion.,The child picked the investment.,The waiter cut the hair.,The child wrote the diagnosis.
3,The firefighter fought the crime.,The patient reported the crime.,The singer recorded the recipe.,The illusionist performed the surgery.,The cook cleaned the window.,The child rode the bull.,The horse drew the trailer.,The cook bought the ticket.,The animal found the map.,The confectioner spread the cement.,The mason built the snowman.,The patient reported the crime.,The soldier threw the ball.,The waiter cut the hair.,The hairstylist washed the infant.,The witness explained the equation.,The cook mixed the paint.,The animal found the map.,The illusionist performed the surgery.,The musician played the soccer.,The teacher gave the drug.,The witness explained the equation.,The carpenter grabbed the ball.,The child told the verdict.,The receiver caught the wave.,The bartender handed the lancet.,The dog carried the flag.,The child visited the president.,The carpenter grabbed the ball.,The patient reported the crime.,The cobbler fixed the phone.,The barber used the microscope.,The teacher helped the patient.,The confectioner spread the cement.,The waiter cut the hair.,The astronaut reached the baker.,The child picked the investment.,The musician read the menu.,The cobbler fixed the phone.,The woman opened the manhole.,The student enjoyed the marriage.,The baker gathered the soldier.,The veterinarian examined the plant.,The waiter cut the hair.,The archeologist examined the dog.,The cat drank the coffee.,The cobbler fixed the phone.,The hairstylist sprayed the pesticide.,The surfer wore the tuxedo.,The singer performed the trick.
4,The child cut the tree.,The player reached the moon.,The barber cut the cake.,The photographer used the stethoscope.,The archeologist examined the dog.,The priest taught the chemistry.,The animal found the map.,The student read the hand.,The baker gathered the soldier.,The goalkeeper threw the bomb.,The chemist mixed the music.,The demonstrator signed the shirt.,The child told the verdict.,The musician played the soccer.,The cook cleaned the window.,The cheerleader performed the spell.,The blacksmith poured the wine.,The photographer used the stethoscope.,The hairstylist sprayed the pesticide.,The illusionist performed the surgery.,The child visited the president.,The woman opened the manhole.,The musician read the menu.,The photographer used the stethoscope.,The hairstylist sprayed the pesticide.,The gardener cut the fish.,The singer performed the trick.,The sculptor taught the skydiving.,The carpenter grabbed the ball.,The student read the hand.,The animal found the map.,The witness explained the equation.,The surfer wore the tie.,The child wrote the diagnosis.,The carpenter fixed the shoe.,The child cut the tree.,The barber cut the cake.,The singer recorded the recipe.,The sculptor taught the skydiving.,The waiter cut the hair.,The tailor sewed the wound.,The priest taught the chemistry.,The musician played the soccer.,The child wrote the diagnosis.,The teacher helped the patient.,The veterinarian examined the plant.,The government offered the drink.,The cook mixed the paint.,The gardener decorated the book.,The sculptor taught the skydiving.
5,The surfer wore the tie.,The climber used the blackboard.,The cook cleaned the window.,The child wrote the diagnosis.,The barber used the microscope.,The climber used the blackboard.,The waiter delivered the speech.,The guard opened the present.,The child cut the tree.,The hairstylist sprayed the pesticide.,The tailor sewed the wound.,The carpenter grabbed the ball.,The child found the corpse.,The student read the hand.,The climber used the blackboard.,The referee moved the furniture.,The chemist mixed the music.,The cook mixed the paint.,The child drank the beer.,The hairstylist sprayed the pesticide.,The roofer climbed the rock.,The barber cut the cake.,The illusionist performed the surgery.,The photographer used the stethoscope.,The sculptor taught the skydiving.,The waiter opened the sarcophagus.,The carpenter grabbed the ball.,The engineer completed the painting.,The firefighter fought the crime.,The soldier released the film.,The cook checked the tire.,The soldier carried the ball.,The cat drank the coffee.,The cheerleader performed the spell.,The blacksmith poured the wine.,The engineer completed the painting.,The climber used the blackboard.,The surfer wore the tie.,The guard opened the present.,The carpenter fixed the shoe.,The gardener gathered the flag.,The soldier gathered the ball.,The soldier threw the ball.,The child found the corpse.,The child wrote the diagnosis.,The cook mixed the paint.,The barber cut the cake.,The cheerleader performed the spell.,The musician played the soccer.,The student read the hand.
6,The blacksmith poured the wine.,The photographer used the stethoscope.,The barber used the microscope.,The sculptor taught the skydiving.,The soldier gathered the ball.,The firefighter fought the crime.,The tailor sewed the wound.,The traveller handed the screwdriver.,The policeman examined the patient.,The surfer wore the tie.,The child chased the thief.,The government offered the drink.,The programmer loaded the ammunition.,The climber used the blackboard.,The witness reported the birth.,The cat drank the coffee.,The terrorist released the book.,The jockey rode the wave.,The musician played the soccer.,The illusionist performed the surgery.,The cobbler fixed the phone.,The barber used the microscope.,The photographer used the stethoscope.,The hairstylist sprayed the pesticide.,The barber cut the cake.,The singer performed the trick.,The child lent the car.,The coach checked the car.,The cyclist rode the skates.,The programmer loaded the ammunition.,The sailor faced the wall.,The cyclist rode the skates.,The violinist played the trumpet.,The climber used the blackboard.,The florist sold the bike.,The singer performed the trick.,The violinist played the trumpet.,The waiter delivered the speech.,The cook cleaned the window.,The confectioner spread the cement.,The vandal sprayed the perfume.,The sculptor taught the skydiving.,The illusionist performed the surgery.,The confectioner spread the cement.,The fisherman checked the car.,The professor opened the jail.,The child opened the congress.,The referee moved the furniture.,The woman opened the manhole.,The waiter cut the hair.
7,The terrorist released the book.,The cowboy rode the bike.,The singer performed the trick.,The confectioner spread the cement.,The photographer captured the thief.,The bartender handed the lancet.,The nurse pushed the mower.,The barber used the microscope.,The hairstylist sprayed the pesticide.,The cat drank the coffee.,The hairstylist sprayed the pesticide.,The confectioner spread the cement.,The child wrote the diagnosis.,The child found the corpse.,The baker gathered the soldier.,The fisherman sold the drug.,The surfer caught the baseball.,The painter painted the toenail.,The vandal sprayed the perfume.,The teacher helped the patient.,The sculptor taught the skydiving.,The firefighter fought the crime.,The government offered the drink.,The student read the hand.,The carpenter fixed the shoe.,The hairstylist fixed the bike.,The receiver caught the wave.,The cyclist rode the skates.,The baker gathered the soldier.,The goalkeeper threw the bomb.,The climber used the blackboard.,The photographer captured the thief.,The vandal sprayed the perfume.,The nurse pushed the mower.,The fisherman checked the car.,The surfer rode the camel.,The goalkeeper threw the bomb.,The vandal sprayed the perfume.,The climber used the blackboard.,The child chased the thief.,The nurse pushed the mower.,The bartender shook the flag.,The student read the hand.,The bartender handed the lancet.,The vandal sprayed the perfume.,The climber used the blackboard.,The fisherman sold the drug.,The musician played the soccer.,The hairstylist sprayed the pesticide.,The nurse pushed the mower.
8,The demonstrator threw the frisbee.,The patient reported the crime.,The child drank the beer.,The animal found the map.,The child wrote the diagnosis.,The woman opened the manhole.,The baker gathered the soldier.,The teacher helped the patient.,The illusionist performed the surgery.,The engineer completed the painting.,The animal found the map.,The cyclist rode the skates.,The cheerleader performed the spell.,The goalkeeper caught the fish.,The child found the corpse.,The butcher sold the weapon.,The lumberjack stacked the book.,The mechanic checked the groceries.,The policeman checked the groceries.,The child found the corpse.,The violinist played the trumpet.,The vandal sprayed the perfume.,The child cut the tree.,The illusionist performed the surgery.,The hairstylist sprayed the pesticide.,The mechanic checked the groceries.,The child wrote the diagnosis.,The illusionist performed the surgery.,The barber used the microscope.,The child cut the tree.,The child visited the prisoner.,The photographer captured the thief.,The gardener cut the fish.,The guard opened the present.,The fisherman checked the car.,The goalkeeper threw the bomb.,The climber used the blackboard.,The dog carried the flag.,The photographer used the stethoscope.,The florist sold the bike.,The general gathered the bread.,The footballer kicked the vase.,The baker gathered the soldier.,The violinist played the trumpet.,The student read the hand.,The teacher gave the drug.,The child chased the thief.,The fisherman checked the car.,The child wrote the diagnosis.,The footballer kicked the vase.
9,The snowboarder flipped the bike.,The child cut the tree.,The programmer loaded the ammunition.,The barber used the microscope.,The professor taught the karate.,The passenger passed the ball.,The pilot began the performance.,The child cut the tree.,The archeologist examined the dog.,The waiter cut the hair.,The child picked the investment.,The soldier released the film.,The chemist mixed the music.,The journalist wrote the song.,The firefighter fought the crime.,The librarian climbed the tree.,The government offered the drink.,The violinist played the trumpet.,The mechanic checked the groceries.,The firefighter fought the crime.,The mechanic checked the groceries.,The government offered the drink.,The violinist played the trumpet.,The cobbler fixed the phone.,The librarian climbed the tree.,The painter painted the toenail.,The tourist read the bible.,The hairstylist sprayed the pesticide.,The carpenter fixed the shoe.,The child wrote the diagnosis.,The gardener cut the fish.,The pilot began the performance.,The musician held the stone.,The tailor sewed the wound.,The waiter cut the hair.,The spectator bought the car.,The painter painted the toenail.,The scientist reported the marriage.,The government offered the drink.,The fisherman checked the car.,The engineer completed the painting.,The mechanic checked the groceries.,The librarian climbed the tree.,The archeologist examined the dog.,The passenger pulled the corpse.,The pilot began the performance.,The professor taught the karate.,The passenger pulled the corpse.,The programmer loaded the ammunition.,The waiter delivered the speech.
