0,The priest is blessing the bride.,The bride is blessing the priest.,The patient is treating the dentist.,The woman is preventing the bouncer from entering.,The princess is measuring the tailor.,The lion is pouncing on the Safari guide.,The princess is kidnapping the pirate.,The patient is treating the dentist.,The grandma is stealing the purse from the thief.,The Safari guide is pouncing on the lion.,The lawyer is giving money to the beggar.,The lady is cooking for the chef.,The beggar is giving money to the lawyer.,The woman is preventing the bouncer from entering.,The patient is using a stethoscope on the doctor.,The cat is chasing the mouse.,The lady is cooking for the chef.,The king is entertaining the jester.,The princess is measuring the tailor.,The mouse is chasing the cat.,The lion is pouncing on the Safari guide.,The lady is cooking for the chef.,The Safari guide is pouncing on the lion.,The criminal is arresting the cop.,The blind person is leading the dog.,The visitor is pushing the patient.,The girl is giving Santa a present.,The sportsstar is interviewing the journalist.,The criminal is arresting the cop.,The patient is pushing the visitor.,The lawyer is giving money to the beggar.,The worker is yelling at the boss.,The beggar is giving money to the lawyer.,The queen is bowing to the peasant.,The grandmother is rescuing the fireman.,The visitor is pushing the patient.,The son is tying the father's shoes.,The criminal is sentencing the judge.,The patient is pushing the visitor.,The bride is carrying the groom.,The ballerina is dancing for the grandpa.,The grandpa is dancing for the ballerina.,The bride is blessing the priest.,The princess is measuring the tailor.,The grandmother is rescuing the fireman.,The tailor is measuring the princess.,The princess is measuring the tailor.,The girl is licking the dog on the face.,The ghost is frightening the girl.,The girl is frightening the ghost.
1,The peasant is bowing to the queen.,The patient is using a stethoscope on the doctor.,The woman is preventing the bouncer from entering.,The queen is bowing to the peasant.,The mouse is chasing the cat.,The lion is pouncing on the Safari guide.,The patient is using a stethoscope on the doctor.,The Safari guide is pouncing on the lion.,The grandmother is rescuing the fireman.,The king is entertaining the jester.,The lawyer is giving money to the beggar.,The woman is proposing to the man.,The grandmother is saving the lifeguard.,The woman is biting the vampire.,The beggar is giving money to the lawyer.,The father is pulling the child on the sled.,The child is pulling the father on the sled.,The grandmother is rescuing the fireman.,The patient is treating the dentist.,The baby is feeding the mother.,The peasant is bowing to the queen.,The lady is cooking for the chef.,The student is lecturing to the professor.,The grandpa is dancing for the ballerina.,The queen is bowing to the peasant.,Santa is giving the girl a present.,The bride is carrying the groom.,The king is entertaining the jester.,The woman is biting the vampire.,The girl is giving Santa a present.,The father is tying the son's shoes.,The son is tying the father's shoes.,The worker is yelling at the boss.,The king is entertaining the jester.,The princess is measuring the tailor.,Santa is giving the girl a present.,The bride is carrying the groom.,The girl is giving Santa a present.,The customer is serving the waiter.,The snorkeler is biting the shark.,The pirate is kidnapping the princess.,The lady is cooking for the chef.,The blind person is leading the dog.,The princess is kidnapping the pirate.,The bride is carrying the groom.,The dog is licking the girl on the face.,The bouncer is preventing the woman from entering.,The woman is preventing the bouncer from entering.,The girl is licking the dog on the face.,The blind person is leading the dog.
2,The artist is painting the businessman.,The son is tying the father's shoes.,The businessman is painting the artist.,The king is entertaining the jester.,The princess is kidnapping the pirate.,The father is tying the son's shoes.,The son is tying the father's shoes.,The patient is bringing flowers to the relative.,The baby is feeding the mother.,The customer is serving the waiter.,The father is pulling the child on the sled.,The lady is cooking for the chef.,The patient is using a stethoscope on the doctor.,The criminal is sentencing the judge.,The child is pulling the father on the sled.,The visitor is pushing the patient.,The bride is carrying the groom.,The patient is pushing the visitor.,The blind person is leading the dog.,The child is pulling the father on the sled.,The artist is painting the businessman.,The patient is bringing flowers to the relative.,The businessman is painting the artist.,The patient is treating the dentist.,The grandma is stealing the purse from the thief.,The lion is pouncing on the Safari guide.,The woman is proposing to the man.,The princess is measuring the tailor.,The woman is preventing the bouncer from entering.,The Safari guide is pouncing on the lion.,The ballerina is dancing for the grandpa.,The grandpa is dancing for the ballerina.,The model is taking a picture of the photographer.,The customer is serving the waiter.,The bride is blessing the priest.,The artist is painting the businessman.,The patient is bringing flowers to the relative.,The worker is yelling at the boss.,The businessman is painting the artist.,The baby is feeding the mother.,The father is tying the son's shoes.,The woman is proposing to the man.,The son is tying the father's shoes.,The lady is opening the door for the chauffeur.,The grandmother is saving the lifeguard.,The chef is cooking for the lady.,The lady is cooking for the chef.,The patient is treating the dentist.,The father is tying the son's shoes.,The son is tying the father's shoes.
3,The pirate is kidnapping the princess.,The worker is yelling at the boss.,The son is tying the father's shoes.,The princess is kidnapping the pirate.,The baby is feeding the mother.,The priest is blessing the bride.,The king is entertaining the jester.,The bride is blessing the priest.,The blind person is leading the dog.,The patient is treating the dentist.,Santa is giving the girl a present.,The worker is yelling at the boss.,The lady is opening the door for the chauffeur.,The girl is giving Santa a present.,The princess is kidnapping the pirate.,The visitor is pushing the patient.,The girl is giving Santa a present.,The criminal is arresting the cop.,The patient is pushing the visitor.,The beggar is giving money to the lawyer.,The waiter is serving the customer.,The son is tying the father's shoes.,The customer is serving the waiter.,The blind person is leading the dog.,The princess is measuring the tailor.,The cat is chasing the mouse.,The worker is yelling at the boss.,The model is taking a picture of the photographer.,The mouse is chasing the cat.,The blind person is leading the dog.,The artist is painting the businessman.,The patient is using a stethoscope on the doctor.,The businessman is painting the artist.,The sportsstar is interviewing the journalist.,The baby is feeding the mother.,The father is tying the son's shoes.,The woman is proposing to the man.,The son is tying the father's shoes.,The grandmother is saving the lifeguard.,The patient is treating the dentist.,The vampire is biting the woman.,The queen is bowing to the peasant.,The woman is biting the vampire.,The baby is feeding the mother.,The criminal is sentencing the judge.,The fireman is rescuing the grandmother.,The grandmother is rescuing the fireman.,The snorkeler is biting the shark.,The chauffeur is opening the door for the lady.,The lady is opening the door for the chauffeur.
4,The lawyer is giving money to the beggar.,The beggar is giving money to the lawyer.,The king is entertaining the jester.,The criminal is sentencing the judge.,The blind person is leading the dog.,The ballerina is dancing for the grandpa.,The patient is bringing flowers to the relative.,The criminal is arresting the cop.,The princess is measuring the tailor.,The grandpa is dancing for the ballerina.,The lawyer is giving money to the beggar.,The woman is proposing to the man.,The king is entertaining the jester.,The beggar is giving money to the lawyer.,The lady is opening the door for the chauffeur.,The shark is biting the snorkeler.,The lady is opening the door for the chauffeur.,The bride is blessing the priest.,The snorkeler is biting the shark.,The child is scolding the babysitter.,The priest is blessing the bride.,The girl is licking the dog on the face.,The bride is blessing the priest.,The woman is preventing the bouncer from entering.,The criminal is arresting the cop.,The babysitter is scolding the child.,The girl is licking the dog on the face.,The lady is cooking for the chef.,The child is scolding the babysitter.,The princess is measuring the tailor.,The artist is painting the businessman.,The woman is proposing to the man.,The son is tying the father's shoes.,The businessman is painting the artist.,The bride is blessing the priest.,The visitor is pushing the patient.,The woman is proposing to the man.,The grandpa is dancing for the ballerina.,The patient is pushing the visitor.,The customer is serving the waiter.,The peasant is bowing to the queen.,The lady is opening the door for the chauffeur.,The queen is bowing to the peasant.,The child is scolding the babysitter.,The sportsstar is interviewing the journalist.,The chef is cooking for the lady.,The lion is pouncing on the Safari guide.,The Safari guide is pouncing on the lion.,The lady is cooking for the chef.,The baby is feeding the mother.
5,The artist is painting the businessman.,The criminal is arresting the cop.,The student is lecturing to the professor.,The woman is preventing the bouncer from entering.,The businessman is painting the artist.,The lawyer is giving money to the beggar.,The woman is biting the vampire.,The grandmother is saving the lifeguard.,The beggar is giving money to the lawyer.,The criminal is arresting the cop.,The thief is stealing the purse from the grandma.,The patient is pushing the visitor.,The beggar is giving money to the lawyer.,The queen is bowing to the peasant.,The grandma is stealing the purse from the thief.,The dog is licking the girl on the face.,The woman is proposing to the man.,The girl is licking the dog on the face.,The snorkeler is biting the shark.,The blind person is leading the dog.,The thief is stealing the purse from the grandma.,The girl is licking the dog on the face.,The woman is biting the vampire.,The grandma is stealing the purse from the thief.,The princess is measuring the tailor.,The bouncer is preventing the woman from entering.,The woman is proposing to the man.,The bride is blessing the priest.,The woman is preventing the bouncer from entering.,The princess is measuring the tailor.,The visitor is pushing the patient.,The queen is bowing to the peasant.,The patient is pushing the visitor.,The girl is frightening the ghost.,The Safari guide is pouncing on the lion.,The lawyer is giving money to the beggar.,The Safari guide is pouncing on the lion.,The grandmother is rescuing the fireman.,The woman is preventing the bouncer from entering.,The beggar is giving money to the lawyer.,The fireman is rescuing the grandmother.,The princess is kidnapping the pirate.,The lady is opening the door for the chauffeur.,The criminal is arresting the cop.,The grandmother is rescuing the fireman.,The dog is licking the girl on the face.,The woman is preventing the bouncer from entering.,The girl is licking the dog on the face.,The bouncer is preventing the woman from entering.,The patient is treating the dentist.
6,The priest is blessing the bride.,The snorkeler is biting the shark.,The bride is blessing the priest.,The customer is serving the waiter.,The criminal is sentencing the judge.,The father is tying the son's shoes.,The son is tying the father's shoes.,The Safari guide is pouncing on the lion.,The criminal is arresting the cop.,The grandmother is rescuing the fireman.,The visitor is pushing the patient.,The king is entertaining the jester.,The snorkeler is biting the shark.,The girl is giving Santa a present.,The patient is pushing the visitor.,Santa is giving the girl a present.,The son is tying the father's shoes.,The king is entertaining the jester.,The girl is giving Santa a present.,The grandmother is rescuing the fireman.,The relative is bringing flowers to the patient.,The patient is bringing flowers to the relative.,The Safari guide is pouncing on the lion.,The patient is treating the dentist.,The princess is measuring the tailor.,The chauffeur is opening the door for the lady.,The lady is opening the door for the chauffeur.,The mouse is chasing the cat.,The girl is frightening the ghost.,The customer is serving the waiter.,The father is tying the son's shoes.,The son is tying the father's shoes.,The woman is biting the vampire.,The patient is using a stethoscope on the doctor.,The grandmother is rescuing the fireman.,The father is tying the son's shoes.,The son is tying the father's shoes.,The sportsstar is interviewing the journalist.,The woman is biting the vampire.,The grandmother is saving the lifeguard.,The thief is stealing the purse from the grandma.,The beggar is giving money to the lawyer.,The baby is feeding the mother.,The patient is treating the dentist.,The grandma is stealing the purse from the thief.,The babysitter is scolding the child.,The boss is yelling at the worker.,The princess is kidnapping the pirate.,The worker is yelling at the boss.,The child is scolding the babysitter.
7,The peasant is bowing to the queen.,The patient is bringing flowers to the relative.,The bride is carrying the groom.,The queen is bowing to the peasant.,The king is entertaining the jester.,The relative is bringing flowers to the patient.,The son is tying the father's shoes.,The patient is bringing flowers to the relative.,The child is pulling the father on the sled.,The woman is biting the vampire.,The visitor is pushing the patient.,The lady is opening the door for the chauffeur.,The patient is pushing the visitor.,The customer is serving the waiter.,The criminal is arresting the cop.,The mother is feeding the baby.,The lady is cooking for the chef.,The blind person is leading the dog.,The criminal is arresting the cop.,The baby is feeding the mother.,The pirate is kidnapping the princess.,The patient is using a stethoscope on the doctor.,The princess is kidnapping the pirate.,The grandmother is saving the lifeguard.,The mouse is chasing the cat.,The priest is blessing the bride.,The worker is yelling at the boss.,The woman is preventing the bouncer from entering.,The bride is blessing the priest.,The bride is carrying the groom.,The lifeguard is saving the grandmother.,The child is pulling the father on the sled.,The Safari guide is pouncing on the lion.,The grandma is stealing the purse from the thief.,The grandmother is saving the lifeguard.,The babysitter is scolding the child.,The child is pulling the father on the sled.,The mouse is chasing the cat.,The child is scolding the babysitter.,The patient is bringing flowers to the relative.,The ballerina is dancing for the grandpa.,The worker is yelling at the boss.,The girl is licking the dog on the face.,The grandpa is dancing for the ballerina.,The baby is feeding the mother.,The dentist is treating the patient.,The Safari guide is pouncing on the lion.,The patient is treating the dentist.,The lawyer is giving money to the beggar.,The beggar is giving money to the lawyer.
8,The peasant is bowing to the queen.,The woman is biting the vampire.,The girl is licking the dog on the face.,The blind person is leading the dog.,The queen is bowing to the peasant.,The chauffeur is opening the door for the lady.,The woman is preventing the bouncer from entering.,The lady is opening the door for the chauffeur.,The businessman is painting the artist.,The customer is serving the waiter.,The visitor is pushing the patient.,The model is taking a picture of the photographer.,The woman is preventing the bouncer from entering.,The king is entertaining the jester.,The patient is pushing the visitor.,The chauffeur is opening the door for the lady.,The worker is yelling at the boss.,The bride is carrying the groom.,The model is taking a picture of the photographer.,The lady is opening the door for the chauffeur.,The ballerina is dancing for the grandpa.,The model is taking a picture of the photographer.,The grandpa is dancing for the ballerina.,The patient is using a stethoscope on the doctor.,The woman is biting the vampire.,The thief is stealing the purse from the grandma.,The girl is giving Santa a present.,The bride is blessing the priest.,The queen is bowing to the peasant.,The grandma is stealing the purse from the thief.,The woman is proposing to the man.,The chauffeur is opening the door for the lady.,The model is taking a picture of the photographer.,The lady is opening the door for the chauffeur.,The queen is bowing to the peasant.,The priest is blessing the bride.,The worker is yelling at the boss.,The Safari guide is pouncing on the lion.,The beggar is giving money to the lawyer.,The bride is blessing the priest.,The visitor is pushing the patient.,The child is scolding the babysitter.,The grandmother is rescuing the fireman.,The blind person is leading the dog.,The patient is pushing the visitor.,The father is tying the son's shoes.,The child is scolding the babysitter.,The son is tying the father's shoes.,The babysitter is scolding the child.,The girl is frightening the ghost.
9,The dog is licking the girl on the face.,The patient is bringing flowers to the relative.,The princess is kidnapping the pirate.,The girl is licking the dog on the face.,The woman is biting the vampire.,The vampire is biting the woman.,The girl is giving Santa a present.,The woman is biting the vampire.,The mouse is chasing the cat.,The patient is bringing flowers to the relative.,The waiter is serving the customer.,The lady is cooking for the chef.,The child is pulling the father on the sled.,The student is lecturing to the professor.,The customer is serving the waiter.,The ghost is frightening the girl.,The girl is frightening the ghost.,The queen is bowing to the peasant.,The criminal is arresting the cop.,The king is entertaining the jester.,The chauffeur is opening the door for the lady.,The patient is bringing flowers to the relative.,The woman is preventing the bouncer from entering.,The lady is opening the door for the chauffeur.,The businessman is painting the artist.,The peasant is bowing to the queen.,The queen is bowing to the peasant.,The baby is feeding the mother.,The mouse is chasing the cat.,The criminal is sentencing the judge.,The lawyer is giving money to the beggar.,The child is scolding the babysitter.,The mouse is chasing the cat.,The girl is frightening the ghost.,The beggar is giving money to the lawyer.,The man is proposing to the woman.,The woman is proposing to the man.,The girl is giving Santa a present.,The blind person is leading the dog.,The woman is preventing the bouncer from entering.,The waiter is serving the customer.,The patient is bringing flowers to the relative.,The mouse is chasing the cat.,The customer is serving the waiter.,The queen is bowing to the peasant.,The cat is chasing the mouse.,The peasant is bowing to the queen.,The queen is bowing to the peasant.,The mouse is chasing the cat.,The criminal is sentencing the judge.
