0,The crackhead was smoked by the pipe.,The pipe smoked the crackhead.,The supervisor was supplied by the liquor.,The paper edited the advisor.,The teacher was bought by the laptop.,The necklace stole the bum.,The teacher was bought by the laptop.,The light bulb changed the groundskeeper.,The bum was stolen by the necklace.,The paper edited the advisor.,The giraffe fed the zookeeper.,The turkey basted the boyfriend.,The souvenir lost the traveler.,The woodworker was skimmed by the brochure.,The plant watered the house sitter.,The supervisor was supplied by the liquor.,The passport photocopied the travel-agent.,The travel-agent was photocopied by the passport.,The marcher was sung by the anthem.,The profit calculated the bookseller.,The word mispronounced the announcer.,The cook was grilled by the octopus.,The filet devoured the meat-eater.,The instructor was purchased by the computer.,The newborn adopted the roommate.,The word mispronounced the announcer.,The minuteman was loaded by the gun.,The archaeologist was canceled by the trip.,The woodworker was skimmed by the brochure.,The instructor was purchased by the computer.,The voter was sealed by the envelope.,The sugar sprinkled the confectioner.,The plant watered the house sitter.,The property examined the constable.,The squid sauteed the chef.,The author was finished by the novel.,The cook was grilled by the octopus.,The marcher was sung by the anthem.,The property examined the constable.,The overseer was provided by the alcohol.,The winemaker was uncorked by the bottle.,The door unlocked the deckhand.,The paper edited the advisor.,The ornament hung the uncle.,The archaeologist was canceled by the trip.,The adventurer was requested by the beverage.,The overseer was provided by the alcohol.,The woodworker was skimmed by the brochure.,The school closed the doctor.,The sugar sprinkled the confectioner.
1,The representative was given by the address.,The instructor was purchased by the computer.,The concert attended the groupie.,The address gave the representative.,The password memorized the hacker.,The doctor was closed by the school.,The teacher was bought by the laptop.,The school closed the doctor.,The patient was swallowed by the medicine.,The prize received the cellist.,The manicurist was rescheduled by the appointment.,The prize received the cellist.,The chef was sauteed by the squid.,The squid sauteed the chef.,The appointment rescheduled the manicurist.,The traveler was lost by the souvenir.,The chef was sauteed by the squid.,The squid sauteed the chef.,The souvenir lost the traveler.,The travel-agent was photocopied by the passport.,The cure discovered the scientist.,The scientist was discovered by the cure.,The appointment rescheduled the manicurist.,The traveler was lost by the souvenir.,The souvenir lost the traveler.,The soda drank the man.,The cellist was received by the prize.,The man was drunk by the soda.,The banner raised the soldier.,The prize received the cellist.,The sugar sprinkled the confectioner.,The cure discovered the scientist.,The scientist was discovered by the cure.,The father was pampered by the infant.,The researcher was found by the remedy.,The speech delivered the congressman.,The jet maneuvered the aviator.,The congressman was delivered by the speech.,The aviator was maneuvered by the jet.,The worker fired the boss.,The bus exited the tourist.,The owner was evicted by the tenant.,The address gave the representative.,The sightseer was misplaced by the memento.,The author was finished by the novel.,The jam loathed the dietitian.,The traitor pardoned the president.,The president was pardoned by the traitor.,The sightseer was misplaced by the memento.,The sociopath expelled the assistant principal.
2,The representative was given by the address.,The address gave the representative.,The convalescent was taken by the pill.,The pill took the convalescent.,The passport photocopied the travel-agent.,The mentor was revised by the manuscript.,The researcher was found by the remedy.,The archaeologist was canceled by the trip.,The pipe smoked the crackhead.,The crackhead was smoked by the pipe.,The attendant was pressed by the button.,The archaeologist was canceled by the trip.,The flag hoisted the serviceman.,The serviceman was hoisted by the flag.,The bellboy was erased by the message.,The journalist was ditched by the article.,The doctor was closed by the school.,The man was drunk by the soda.,The mission failed the agent.,The school closed the doctor.,The supervisor was supplied by the liquor.,The congressman was delivered by the speech.,The jam loathed the dietitian.,The pipe smoked the crackhead.,The crackhead was smoked by the pipe.,The sociopath expelled the assistant principal.,The groundskeeper was changed by the light bulb.,The light bulb changed the groundskeeper.,The school closed the doctor.,The doctor was closed by the school.,The groundskeeper was changed by the light bulb.,The bus exited the tourist.,The handyman was repaired by the faucet.,The faucet repaired the handyman.,The light bulb changed the groundskeeper.,The servant was wiped by the sink.,The password memorized the hacker.,The man was drunk by the soda.,The bus exited the tourist.,The owner was evicted by the tenant.,The pilot was steered by the airplane.,The subject recruited the experimenter.,The overseer was provided by the alcohol.,The president was pardoned by the traitor.,The traitor pardoned the president.,The producer was cast by the actress.,The flag hoisted the serviceman.,The jury was acquitted by the economist.,The overseer was provided by the alcohol.,The economist acquitted the jury.
3,The undertaker was prepared by the funeral.,The seamstress was ironed by the shirt.,The shirt ironed the seamstress.,The ballot biased the campaigner.,The word mispronounced the announcer.,The marcher was sung by the anthem.,The table tidied the receptionist.,The appointment rescheduled the manicurist.,The manicurist was rescheduled by the appointment.,The instructor was purchased by the computer.,The concert attended the groupie.,The profit calculated the bookseller.,The key borrowed the schoolgirl.,The schoolgirl was borrowed by the key.,The doctor was closed by the school.,The owner was evicted by the tenant.,The chef was sauteed by the squid.,The squid sauteed the chef.,The author was finished by the novel.,The novel finished the author.,The patient was swallowed by the medicine.,The supervisor was supplied by the liquor.,The father was pampered by the infant.,The prize received the cellist.,The souvenir lost the traveler.,The carnivore was eaten by the steak.,The squid sauteed the chef.,The teacher was bought by the laptop.,The laptop bought the teacher.,The chef was sauteed by the squid.,The woodworker was skimmed by the brochure.,The brochure skimmed the woodworker.,The crop cultivated the villager.,The villager was cultivated by the crop.,The man was drunk by the soda.,The man was drunk by the soda.,The humorist was verified by the schedule.,The faucet repaired the handyman.,The handyman was repaired by the faucet.,The villager was cultivated by the crop.,The infant pampered the father.,The father was pampered by the infant.,The sociopath expelled the assistant principal.,The producer was cast by the actress.,The address gave the representative.,The undertaker was prepared by the funeral.,The infant pampered the father.,The car crashed the troublemaker.,The father was pampered by the infant.,The convalescent was taken by the pill.
4,The school closed the doctor.,The doctor was closed by the school.,The ornament hung the uncle.,The uncle was hung by the ornament.,The key borrowed the schoolgirl.,The passport photocopied the travel-agent.,The scientist was discovered by the cure.,The doctor was closed by the school.,The school closed the doctor.,The cure discovered the scientist.,The passport photocopied the travel-agent.,The cure discovered the scientist.,The traitor pardoned the president.,The scientist was discovered by the cure.,The president was pardoned by the traitor.,The giraffe fed the zookeeper.,The cellist was received by the prize.,The prize received the cellist.,The school closed the doctor.,The doctor was closed by the school.,The jam loathed the dietitian.,The villager was cultivated by the crop.,The key borrowed the schoolgirl.,The schoolgirl was borrowed by the key.,The sugar sprinkled the confectioner.,The door unlocked the deckhand.,The speech delivered the congressman.,The couch-potato was forgotten by the umbrella.,The congressman was delivered by the speech.,The mentor was revised by the manuscript.,The author was finished by the novel.,The president was pardoned by the traitor.,The traitor pardoned the president.,The handyman was repaired by the faucet.,The faucet repaired the handyman.,The patient was swallowed by the medicine.,The jet maneuvered the aviator.,The aviator was maneuvered by the jet.,The president was pardoned by the traitor.,The traitor pardoned the president.,The shark was mauled by the snorkeler.,The jail feared the criminal.,The instructor was purchased by the computer.,The computer purchased the instructor.,The carnivore was eaten by the steak.,The bus exited the tourist.,The car crashed the troublemaker.,The light bulb changed the groundskeeper.,The announcer was mispronounced by the word.,The word mispronounced the announcer.
5,The friend was donned by the pullover.,The toddler disciplined the mother.,The address gave the representative.,The president was pardoned by the traitor.,The traitor pardoned the president.,The fisherman was emptied by the trashcan.,The winemaker was uncorked by the bottle.,The attendant was pressed by the button.,The button pressed the attendant.,The author was finished by the novel.,The stash hid the hoarder.,The author was finished by the novel.,The aviator was maneuvered by the jet.,The game won the poker player.,The jet maneuvered the aviator.,The game won the poker player.,The battery recharged the diver.,The father was pampered by the infant.,The brochure skimmed the woodworker.,The woodworker was skimmed by the brochure.,The marcher was sung by the anthem.,The uncle was hung by the ornament.,The worker fired the boss.,The squid sauteed the chef.,The ornament hung the uncle.,The teacher was bought by the laptop.,The worker fired the boss.,The address gave the representative.,The woodworker was skimmed by the brochure.,The marcher was sung by the anthem.,The giraffe fed the zookeeper.,The table tidied the receptionist.,The instructor was purchased by the computer.,The doctor was closed by the school.,The school closed the doctor.,The sugar sprinkled the confectioner.,The squid sauteed the chef.,The marcher was sung by the anthem.,The uncle was hung by the ornament.,The ornament hung the uncle.,The battery recharged the diver.,The handyman was repaired by the faucet.,The adventurer was requested by the beverage.,The property examined the constable.,The faucet repaired the handyman.,The meat-eater was devoured by the filet.,The prize received the cellist.,The filet devoured the meat-eater.,The aviator was maneuvered by the jet.,The turkey basted the boyfriend.
6,The appointment rescheduled the manicurist.,The game won the poker player.,The bellboy was erased by the message.,The airplane steered the pilot.,The couch-potato was forgotten by the umbrella.,The prize received the cellist.,The flag hoisted the serviceman.,The serviceman was hoisted by the flag.,The octopus grilled the cook.,The cook was grilled by the octopus.,The school closed the doctor.,The property examined the constable.,The teacher was bought by the laptop.,The woodworker was skimmed by the brochure.,The newborn adopted the roommate.,The jail feared the criminal.,The article ditched the journalist.,The carnivore was eaten by the steak.,The woodworker was skimmed by the brochure.,The brochure skimmed the woodworker.,The necklace stole the bum.,The bum was stolen by the necklace.,The sugar sprinkled the confectioner.,The squid sauteed the chef.,The mission failed the agent.,The traitor pardoned the president.,The woodworker was skimmed by the brochure.,The announcer was mispronounced by the word.,The word mispronounced the announcer.,The president was pardoned by the traitor.,The cash squandered the prostitute.,The doctor was closed by the school.,The newborn adopted the roommate.,The school closed the doctor.,The paper edited the advisor.,The fisherman was emptied by the trashcan.,The stash hid the hoarder.,The president was pardoned by the traitor.,The paper edited the advisor.,The traitor pardoned the president.,The table tidied the receptionist.,The scientist was discovered by the cure.,The friend was donned by the pullover.,The ornament hung the uncle.,The uncle was hung by the ornament.,The address gave the representative.,The prize received the cellist.,The laptop bought the teacher.,The teacher was bought by the laptop.,The table tidied the receptionist.
7,The article ditched the journalist.,The offer accepted the sociologist.,The journalist was ditched by the article.,The zookeeper was fed by the giraffe.,The giraffe fed the zookeeper.,The cash squandered the prostitute.,The filet devoured the meat-eater.,The uncle was hung by the ornament.,The teacher was bought by the laptop.,The ornament hung the uncle.,The aviator was maneuvered by the jet.,The giraffe fed the zookeeper.,The woodworker was skimmed by the brochure.,The brochure skimmed the woodworker.,The teacher was bought by the laptop.,The souvenir lost the traveler.,The cash squandered the prostitute.,The traveler was lost by the souvenir.,The appointment rescheduled the manicurist.,The manicurist was rescheduled by the appointment.,The car crashed the troublemaker.,The offer accepted the sociologist.,The mission failed the agent.,The money wasted the call girl.,The call girl was wasted by the money.,The fisherman was emptied by the trashcan.,The woodworker was skimmed by the brochure.,The prize received the cellist.,The cellist was received by the prize.,The brochure skimmed the woodworker.,The apartment redecorated the copycat.,The appointment rescheduled the manicurist.,The manicurist was rescheduled by the appointment.,The woodworker was skimmed by the brochure.,The brochure skimmed the woodworker.,The pullover donned the friend.,The father was pampered by the infant.,The friend was donned by the pullover.,The passport photocopied the travel-agent.,The travel-agent was photocopied by the passport.,The doctor was closed by the school.,The pullover donned the friend.,The school closed the doctor.,The friend was donned by the pullover.,The couch-potato was forgotten by the umbrella.,The tenant evicted the owner.,The scientist was discovered by the cure.,The president was pardoned by the traitor.,The traitor pardoned the president.,The owner was evicted by the tenant.
8,The doctor was closed by the school.,The school closed the doctor.,The father was pampered by the infant.,The traitor pardoned the president.,The cash squandered the prostitute.,The undertaker was prepared by the funeral.,The exterminator was filed by the complaint.,The complaint filed the exterminator.,The mother was disciplined by the toddler.,The toddler disciplined the mother.,The doctor was closed by the school.,The giraffe fed the zookeeper.,The school closed the doctor.,The complaint filed the exterminator.,The archaeologist was canceled by the trip.,The word mispronounced the announcer.,The turkey basted the boyfriend.,The crowd hypnotized the magician.,The toddler disciplined the mother.,The mother was disciplined by the toddler.,The researcher was found by the remedy.,The battery recharged the diver.,The scientist was discovered by the cure.,The uncle was hung by the ornament.,The ornament hung the uncle.,The filet devoured the meat-eater.,The tenant evicted the owner.,The father was pampered by the infant.,The owner was evicted by the tenant.,The suitcase pulled the stewardess.,The pipe smoked the crackhead.,The supper cooked the lady.,The tycoon was run by the company.,The cook was grilled by the octopus.,The octopus grilled the cook.,The key borrowed the schoolgirl.,The address gave the representative.,The appointment rescheduled the manicurist.,The manicurist was rescheduled by the appointment.,The shirt ironed the seamstress.,The traitor pardoned the president.,The pop star stalked the paparazzi.,The complaint filed the exterminator.,The toddler disciplined the mother.,The mother was disciplined by the toddler.,The beverage requested the adventurer.,The winemaker was uncorked by the bottle.,The adventurer was requested by the beverage.,The manicurist was rescheduled by the appointment.,The appointment rescheduled the manicurist.
9,The experimenter was recruited by the subject.,The table tidied the receptionist.,The subject recruited the experimenter.,The newborn adopted the roommate.,The driver was transported by the ambassador.,The rookie encouraged the master.,The traveler was lost by the souvenir.,The ruffian released the bailiff.,The driver was transported by the ambassador.,The souvenir lost the traveler.,The copycat was redecorated by the apartment.,The apartment redecorated the copycat.,The table tidied the receptionist.,The bum was stolen by the necklace.,The necklace stole the bum.,The traveler was lost by the souvenir.,The author was finished by the novel.,The owner was evicted by the tenant.,The ruffian released the bailiff.,The souvenir lost the traveler.,The pipe smoked the crackhead.,The marine was packed by the bag.,The apartment redecorated the copycat.,The prisoner apprehended the guard.,The guard was apprehended by the prisoner.,The bum was stolen by the necklace.,The word mispronounced the announcer.,The souvenir lost the traveler.,The toddler disciplined the mother.,The mother was disciplined by the toddler.,The diver was recharged by the battery.,The guard was apprehended by the prisoner.,The battery recharged the diver.,The meat-eater was devoured by the filet.,The trashcan emptied the fisherman.,The marcher was sung by the anthem.,The announcer was mispronounced by the word.,The word mispronounced the announcer.,The newborn adopted the roommate.,The anthem sang the marcher.,The key borrowed the schoolgirl.,The shirt ironed the seamstress.,The toddler disciplined the mother.,The project sponsored the financier.,The souvenir lost the traveler.,The headmaster was reprimanded by the kid.,The seamstress was ironed by the shirt.,The kid reprimanded the headmaster.,The shirt ironed the seamstress.,The souvenir lost the traveler.
10,The cashier was billed by the senior citizen.,The filmmaker pestered the fan.,The kid reprimanded the headmaster.,The servant was wiped by the sink.,The sink wiped the servant.,The brochure skimmed the woodworker.,The battery recharged the diver.,The diver was recharged by the battery.,The complaint filed the exterminator.,The exterminator was filed by the complaint.,The brunette was tipped by the busboy.,The principal was scolded by the child.,The convalescent was taken by the pill.,The child scolded the principal.,The newborn adopted the roommate.,The bum stole the necklace.,The necklace stole the bum.,The battery recharged the diver.,The bum was stolen by the necklace.,The diver was recharged by the battery.,The sightseer was misplaced by the memento.,The memento misplaced the sightseer.,The ruffian released the bailiff.,The key borrowed the schoolgirl.,The freshman was dodged by the bully.,The project sponsored the financier.,The child scolded the principal.,The diver was recharged by the battery.,The key borrowed the schoolgirl.,The battery recharged the diver.,The profit calculated the bookseller.,The confectioner was sprinkled by the sugar.,The sugar sprinkled the confectioner.,The diver was recharged by the battery.,The battery recharged the diver.,The caseworker was posed by the question.,The financier was sponsored by the project.,The caseworker posed the question.,The project sponsored the financier.,The question posed the caseworker.,The urologist was treated by the widower.,The announcer was mispronounced by the word.,The word mispronounced the announcer.,The letter sent the cryptographer.,The pixie was mesmerized by the ogre.,The diver recharged the battery.,The financier was sponsored by the project.,The project sponsored the financier.,The battery recharged the diver.,The diver was recharged by the battery.
11,The tap was fixed by the repairman.,The tennis player was thanked by the chiropractor.,The tap fixed the repairman.,The clergyman cherished the nomad.,The chiropractor thanked the tennis player.,The minuteman was loaded by the gun.,The giraffe fed the zookeeper.,The exterminator was filed by the complaint.,The industrialist burgled the robber.,The robber was burgled by the industrialist.,The zookeeper was fed by the giraffe.,The diver was recharged by the battery.,The chiropractor thanked the tennis player.,The game won the poker player.,The giraffe fed the zookeeper.,The shark was mauled by the snorkeler.,The robber was burgled by the industrialist.,The giraffe fed the zookeeper.,The industrialist burgled the robber.,The zookeeper was fed by the giraffe.,The complaint filed the exterminator.,The address was given by the representative.,The tap fixed the repairman.,The address gave the representative.,The exterminator was filed by the complaint.,The bystander interrogated the attorney.,The schoolgirl was borrowed by the key.,The channeler sensed the ghost.,The channeler was sensed by the ghost.,The ghost was sensed by the channeler.,The artist was portrayed by the philosopher.,The celebrity was signed by the photograph.,The prostitute was squandered by the cash.,The cashier was billed by the senior citizen.,The cash squandered the prostitute.,The raider was caught by the illness.,The cashier was billed by the senior citizen.,The pop star stalked the paparazzi.,The terrorist was petrified by the first lady.,The necklace stole the bum.,The sugar was sprinkled by the confectioner.,The cashier was billed by the senior citizen.,The sugar sprinkled the confectioner.,The confectioner was sprinkled by the sugar.,The address gave the representative.,The zookeeper was fed by the giraffe.,The game won the poker player.,The bottle uncorked the winemaker.,The winemaker was uncorked by the bottle.,The tailor was costumed by the dancer.
12,The barber was shaved by the old man.,The bystander interrogated the attorney.,The laptop bought the teacher.,The shark was mauled by the snorkeler.,The teacher bought the laptop.,The mentor was revised by the manuscript.,The EMT was resuscitated by the youngster.,The manuscript was revised by the mentor.,The project sponsored the financier.,The mentor revised the manuscript.,The genius was shocked by the cousin.,The newborn adopted the roommate.,The cardiologist was discredited by the quack.,The tennis player was thanked by the chiropractor.,The roommate was adopted by the newborn.,The painting inherited the count.,The king exiled the rebel.,The rebel was exiled by the king.,The king was exiled by the rebel.,The rebel exiled the king.,The participant was dissuaded by the cynic.,The participant dissuaded the cynic.,The banner raised the soldier.,The cynic dissuaded the participant.,The cynic was dissuaded by the participant.,The representative was given by the address.,The tap fixed the repairman.,The address was given by the representative.,The address gave the representative.,The exterminator was filed by the complaint.,The cynic was dissuaded by the participant.,The celebrity was signed by the photograph.,The tenant evicted the owner.,The owner was evicted by the tenant.,The cynic dissuaded the participant.,The writer was completed by the book.,The linebacker relaxed the masseuse.,The ruffian released the bailiff.,The attendant pressed the button.,The attendant was pressed by the button.,The banner raised the soldier.,The novice was irritated by the virtuoso.,The address gave the representative.,The novice irritated the virtuoso.,The virtuoso irritated the novice.,The offender handcuffed the policewoman.,The handyman was repaired by the faucet.,The faucet repaired the handyman.,The apprentice trained the artisan.,The artisan was trained by the apprentice.
13,The hacker was memorized by the password.,The caseworker posed the question.,The itinerary confirmed the comedian.,The project sponsored the financier.,The question posed the caseworker.,The assignment was blown by the operative.,The assignment blew the operative.,The victory guaranteed the skipper.,The sightseer was misplaced by the memento.,The operative was blown by the assignment.,The nomad cherished the clergyman.,The bum was stolen by the necklace.,The doctor closed the school.,The artist portrayed the philosopher.,The clergyman cherished the nomad.,The ruffian released the bailiff.,The snorkeler mauled the shark.,The shark was mauled by the snorkeler.,The manuscript was revised by the mentor.,The mentor was revised by the manuscript.,The cynic was dissuaded by the participant.,The suitcase was pulled by the stewardess.,The address gave the representative.,The stewardess pulled the suitcase.,The suitcase pulled the stewardess.,The tennis player was thanked by the chiropractor.,The soldier was raised by the banner.,The banner raised the soldier.,The channeler was sensed by the ghost.,The soldier raised the banner.,The manuscript was revised by the mentor.,The participant was dissuaded by the cynic.,The victory guaranteed the skipper.,The cynic dissuaded the participant.,The cynic was dissuaded by the participant.,The subject recruited the experimenter.,The mother was disciplined by the toddler.,The ruffian released the bailiff.,The disease contracted the marauder.,The toddler disciplined the mother.,The attendant was pressed by the button.,The bum was stolen by the necklace.,The attendant pressed the button.,The project sponsored the financier.,The tap fixed the repairman.,The assignment blew the operative.,The archaeologist canceled the trip.,The trip was canceled by the archaeologist.,The archaeologist was canceled by the trip.,The trip canceled the archaeologist.
